[APW19980903_1073.htm]
***************** Gold Standard: ***********************
	FN => Association of Art Museum Directors:[1030,35]; score:1.000000
	FP => passenger liner:[106,15]; score:1.000000
	FP => Report:[3,6]; score:1.000000
	FP => report:[644,6]; score:1.000000
	FP => week:[962,4]; score:1.000000
	FP => orders:[1287,6]; score:1.000000
	FP => log:[1252,3]; score:1.000000
	FP => robbed:[1162,6]; score:1.000000
	FP => airport:[747,7]; score:1.000000
	FP => plane:[1070,5]; score:1.000000
	FP => vehicle:[881,7]; score:1.000000
	FP => clear:[559,5]; score:1.000000
	FP => robbed:[17,6]; score:1.000000
	FP => shoot:[1329,5]; score:1.000000
	FP => theft:[692,5]; score:1.000000
	FP => country:[1401,7]; score:1.000000
 => distress call:[707,13]; score:1.000000
	FP => international airport:[461,21]; score:1.000000
	FP => breakdown:[1474,9]; score:1.000000
	FP => plane:[1216,5]; score:1.000000
	FP => international airport:[209,21]; score:1.000000
	FP => gam:[1538,3]; score:1.000000
	FP => security:[872,8]; score:1.000000
	FP => law and order:[1487,13]; score:1.000000
	FP => Lagos:[455,5]; score:1.000000
	FP => confirmation:[624,12]; score:1.000000
	FP => landing gear:[1008,12]; score:1.000000
	FP => sight:[1356,5]; score:1.000000
	FP => populous:[1392,8]; score:1.000000
	FP => newspaper:[1105,9]; score:1.000000
	FP => quantity:[377,8]; score:1.000000
	FP => passenger jet:[993,13]; score:1.000000
	FP => captain:[667,7]; score:1.000000
	FP => robbers:[156,7]; score:1.000000
	FP => p.m.:[506,4]; score:1.000000
	FP => control tower:[483,13]; score:1.000000
	FP => Security:[767,8]; score:1.000000
	FP => large:[1246,5]; score:1.000000
	FP => years:[1507,5]; score:1.000000
	FP => airport security:[1299,16]; score:1.000000
	FP => thieves:[298,7]; score:1.000000
	FP => Boeing:[75,6]; score:1.000000
	FP => thieves:[1196,7]; score:1.000000
	FP => robberies:[1264,9]; score:1.000000
	FP => airport:[46,7]; score:1.000000
 => tarmac:[1230,6]; score:1.000000
	FP => officials:[755,9]; score:1.000000
 => Lagos:[239,5]; score:1.000000
	FP => takeoff:[179,7]; score:1.000000
	FP => Guardian:[533,8]; score:1.000000
	FP => large:[371,5]; score:1.000000
	FP => stripped:[1046,8]; score:1.000000
	FP => Thursday:[281,8]; score:1.000000
	FP => duty:[791,4]; score:1.000000
	FP => rate:[1433,4]; score:1.000000
	FP => worth:[1021,5]; score:1.000000
	FP => luggage compartment:[332,19]; score:1.000000
	FP => thieves:[1345,7]; score:1.000000
	FP => plane:[1152,5]; score:1.000000
	FP => Africa:[1378,6]; score:1.000000
	FP => Nigerian:[37,8]; score:1.000000
	FP => 1 million:[1032,9]; score:1.000000
P/R/F:0.05263158/0.36363637/0.09195402; tpCount:4.0; fpCount:72.0; fnCount:7.0
[APW19990120_0179.htm]
***************** Gold Standard: ***********************
	FN => charge card:[1278,11]; score:1.000000
	FN => Beanie Babies:[96,13]; score:1.000000
 => auction house:[224,13]; score:1.000000
 => baseball:[860,8]; score:1.000000
 => antiques:[367,8]; score:1.000000
	FN => sports memorabilia:[394,18]; score:1.000000
	FN => Sotheby:[194,7]; score:1.000000
	FN => New York:[212,8]; score:1.000000
	FN => online auction:[810,14]; score:1.000000
 => Rembrandt:[165,9]; score:1.000000
	FN => Christie:[1332,8]; score:1.000000
 => collectibles:[426,12]; score:1.000000

************************ System Result: ***************************
	FP => leading:[1353,7]; score:1.000000
	FP => complaints:[1006,10]; score:1.000000
	FP => painting:[177,8]; score:1.000000
	FP => Sotheby's:[787,9]; score:1.000000
	FP => .com:[303,4]; score:1.000000
	FP => (AP):[48,4]; score:1.000000
	FP => feature:[851,7]; score:1.000000
	FP => consumer:[948,8]; score:1.000000
	FP => virtual:[474,7]; score:1.000000
	FP => shoppers:[61,8]; score:1.000000
	FP => expensive:[544,9]; score:1.000000
	FP => capped:[514,6]; score:1.000000
	FP => memorabilia:[871,11]; score:1.000000
 => Rembrandt:[165,9]; score:1.000000
	FP => Officials:[1318,9]; score:1.000000
	FP => major:[803,5]; score:1.000000
	FP => accepted:[1227,8]; score:1.000000
	FP => July:[840,4]; score:1.000000
	FP => bid:[359,3]; score:1.000000
	FP => merchandise:[1137,11]; score:1.000000
	FP => New York:[1361,8]; score:1.000000
	FP => Internet site:[312,13]; score:1.000000
	FP => angles:[658,6]; score:1.000000
	FP => New York:[212,8]; score:1.000000
	FP => item:[728,4]; score:1.000000
 => baseball:[860,8]; score:1.000000
	FP => art:[379,3]; score:1.000000
	FP => jewelry:[384,7]; score:1.000000
	FP => launch:[288,6]; score:1.000000
	FP => fraud:[1090,5]; score:1.000000
	FP => venture:[772,7]; score:1.000000
	FP => consumer:[997,8]; score:1.000000
	FP => image:[708,5]; score:1.000000
	FP => numbers:[1292,7]; score:1.000000
	FP => Sotheby's:[1103,9]; score:1.000000
 => antiques:[367,8]; score:1.000000
	FP => auction house:[1370,13]; score:1.000000
	FP => advance:[1303,7]; score:1.000000
	FP => customers:[1241,9]; score:1.000000
	FP => head:[756,4]; score:1.000000
 => auction house:[224,13]; score:1.000000
	FP => art dealers:[1192,11]; score:1.000000
	FP => computer:[133,8]; score:1.000000
	FP => Internet:[1032,8]; score:1.000000
	FP => multiple:[649,8]; score:1.000000
	FP => merchandise:[1068,11]; score:1.000000
	FP => popular:[939,7]; score:1.000000
	FP => category:[1041,8]; score:1.000000
	FP => clear:[623,5]; score:1.000000
	FP => public:[336,6]; score:1.000000
	FP => site:[1435,4]; score:1.000000
	FP => auction house:[1158,13]; score:1.000000
	FP => Sotheby's:[3,9]; score:1.000000
 => collectibles:[426,12]; score:1.000000
	FP => sothebys:[295,8]; score:1.000000
	FP => NEW YORK:[39,8]; score:1.000000
P/R/F:0.08928572/0.41666666/0.14705883; tpCount:5.0; fpCount:51.0; fnCount:7.0
[APW19981020_1367.htm]
***************** Gold Standard: ***********************
 => space shuttle:[525,13]; score:1.000000
 => Mir:[963,3]; score:1.000000
 => Apollo 11:[330,9]; score:1.000000
 => Story Musgrave:[1207,14]; score:1.000000
 => Columbia:[498,8]; score:1.000000
 => Soyuz spacecraft:[444,16]; score:1.000000
 => Sally Ride:[568,10]; score:1.000000
 => Hubble Space Telescope:[710,22]; score:1.000000
 => Challenger:[639,10]; score:1.000000
 => Alan Shepard:[65,12]; score:1.000000
	FN => Norman Thagard:[837,14]; score:1.000000
 => John Glenn:[132,10]; score:1.000000
 => Shannon Lucid:[1068,13]; score:1.000000
 => Apollo 1:[263,8]; score:1.000000
	FN => rocket:[901,6]; score:1.000000
 => Roger Chaffee:[239,13]; score:1.000000
	FN => moon:[390,4]; score:1.000000
 => Buzz Aldrin:[367,11]; score:1.000000
	FN => orbit:[172,5]; score:1.000000
 => spacecraft:[275,10]; score:1.000000
 => Neil Armstrong:[345,14]; score:1.000000
 => Edward White:[216,12]; score:1.000000
 => Atlantis:[989,8]; score:1.000000
 => Discovery:[1284,9]; score:1.000000
 => Gus Grissom:[200,11]; score:1.000000
 => launch pad:[297,10]; score:1.000000

************************ System Result: ***************************
 => space shuttle:[525,13]; score:1.000000
 => Mir:[963,3]; score:1.000000
	FP => in orbit:[168,8]; score:1.000000
	FP => Nov.:[1191,4]; score:1.000000
	FP => June 29:[973,7]; score:1.000000
	FP => Glenn:[12,5]; score:1.000000
	FP => age:[1228,3]; score:1.000000
 => Edward White II:[216,15]; score:1.000000
 => Soyuz spacecraft:[444,16]; score:1.000000
	FP => March 14:[820,8]; score:1.000000
	FP => April 25:[693,8]; score:1.000000
	FP => year:[1334,4]; score:1.000000
	FP => Jan.:[184,4]; score:1.000000
	FP => day:[1111,3]; score:1.000000
 => Challenger:[639,10]; score:1.000000
 => Alan Shepard:[65,12]; score:1.000000
	FP => Sept.:[1051,5]; score:1.000000
	FP => mission:[1119,7]; score:1.000000
	FP => women:[1181,5]; score:1.000000
	FP => Mir:[1115,3]; score:1.000000
	FP => record:[1151,6]; score:1.000000
 => John Glenn:[132,10]; score:1.000000
 => Shannon Lucid:[1068,13]; score:1.000000
 => Buzz Aldrin:[367,11]; score:1.000000
	FP => board:[683,5]; score:1.000000
	FP => Hubble:[782,6]; score:1.000000
 => spacecraft:[275,10]; score:1.000000
	FP => link:[463,4]; score:1.000000
	FP => in orbit:[468,8]; score:1.000000
	FP => Oct. 29:[1268,7]; score:1.000000
	FP => May 5:[51,5]; score:1.000000
	FP => repair:[789,6]; score:1.000000
	FP => Mir:[1011,3]; score:1.000000
 => Atlantis:[989,8]; score:1.000000
	FP => visit:[956,5]; score:1.000000
	FP => flight:[541,6]; score:1.000000
	FP => shuttle:[1024,7]; score:1.000000
	FP => April 12:[481,8]; score:1.000000
	FP => in space:[610,8]; score:1.000000
	FP => in space:[1255,8]; score:1.000000
	FP => Glenn:[1348,5]; score:1.000000
 => launch pad:[297,10]; score:1.000000
 => Apollo 11:[330,9]; score:1.000000
	FP => station:[1032,7]; score:1.000000
	FP => Earth:[1095,5]; score:1.000000
	FP => Apollo:[425,6]; score:1.000000
	FP => U.S.:[1130,4]; score:1.000000
	FP => launched:[878,8]; score:1.000000
 => Story Musgrave:[1207,14]; score:1.000000
 => Columbia:[498,8]; score:1.000000
	FP => July 17:[401,7]; score:1.000000
	FP => Jan.:[623,4]; score:1.000000
	FP => in space:[1396,8]; score:1.000000
 => Sally Ride:[568,10]; score:1.000000
	FP => Soviet:[436,6]; score:1.000000
	FP => killing:[662,7]; score:1.000000
	FP => set:[18,3]; score:1.000000
	FP => orbit:[1364,5]; score:1.000000
 => Hubble Space Telescope:[710,22]; score:1.000000
	FP => Feb.:[116,4]; score:1.000000
	FP => mission:[796,7]; score:1.000000
	FP => Dec.:[762,4]; score:1.000000
	FP => woman:[604,5]; score:1.000000
	FP => land:[381,4]; score:1.000000
 => Apollo 1:[263,8]; score:1.000000
	FP => world record:[1164,12]; score:1.000000
	FP => June 18:[552,7]; score:1.000000
 => Roger Chaffee:[239,13]; score:1.000000
	FP => space:[1135,5]; score:1.000000
	FP => orbit:[752,5]; score:1.000000
 => Neil Armstrong:[345,14]; score:1.000000
	FP => endurance:[1141,9]; score:1.000000
	FP => oldest man:[1244,10]; score:1.000000
	FP => July 20:[314,7]; score:1.000000
	FP => American:[416,8]; score:1.000000
 => Discovery:[1284,9]; score:1.000000
	FP => fire:[288,4]; score:1.000000
 => Gus Grissom:[200,11]; score:1.000000
	FP => launched:[807,8]; score:1.000000
	FP => oldest man:[1385,10]; score:1.000000
P/R/F:0.275/0.84615386/0.41509435; tpCount:22.0; fpCount:58.0; fnCount:4.0
[APW19980620_0458.htm]
***************** Gold Standard: ***********************
 => Associated Press:[928,16]; score:1.000000
	FN => Iraqi News Agency:[257,17]; score:1.000000
	FN => Mohammed Saeed al-Sahhaf:[314,24]; score:1.000000
	FN => Missing-In-Action:[451,17]; score:1.000000
	FN => Iran-Iraq War:[704,13]; score:1.000000
 => Baghdad:[891,7]; score:1.000000
 => prisoner of war:[84,15]; score:1.000000
	FN => Iran:[74,4]; score:1.000000
 => International Committee of the Red Cross:[798,40]; score:1.000000
	FN => Iraqi Cabinet ministers:[127,23]; score:1.000000

************************ System Result: ***************************
 => prisoner of war:[84,15]; score:1.000000
	FP => April:[1041,5]; score:1.000000
	FP => Iranian:[211,7]; score:1.000000
	FP => POWs:[1074,4]; score:1.000000
	FP => organization:[955,12]; score:1.000000
	FP => holds:[26,5]; score:1.000000
	FP => Iraq:[1083,4]; score:1.000000
	FP => INA:[479,3]; score:1.000000
	FP => head:[65,4]; score:1.000000
	FP => Iraqi:[290,5]; score:1.000000
	FP => Manuel:[902,6]; score:1.000000
	FP => prisoner:[844,8]; score:1.000000
	FP => negotiator:[15,10]; score:1.000000
	FP => Iran:[74,4]; score:1.000000
	FP => Iraqi:[43,5]; score:1.000000
	FP => Iraqi:[1068,5]; score:1.000000
	FP => POWs:[1100,4]; score:1.000000
	FP => met:[113,3]; score:1.000000
	FP => 1 million:[1208,9]; score:1.000000
	FP => Abdullah:[346,8]; score:1.000000
	FP => visiting:[987,8]; score:1.000000
	FP => file:[471,4]; score:1.000000
	FP => missing persons:[514,15]; score:1.000000
 => Baghdad:[891,7]; score:1.000000
	FP => regular:[1020,7]; score:1.000000
	FP => POWs:[219,4]; score:1.000000
	FP => freed:[1088,5]; score:1.000000
	FP => Iranian:[3,7]; score:1.000000
	FP => ICRC:[867,4]; score:1.000000
	FP => Iraq:[611,4]; score:1.000000
	FP => POWs:[996,4]; score:1.000000
	FP => long:[620,4]; score:1.000000
	FP => POW:[11,3]; score:1.000000
	FP => Iraq:[237,4]; score:1.000000
	FP => countries:[725,9]; score:1.000000
	FP => Iranian:[661,7]; score:1.000000
	FP => official:[247,8]; score:1.000000
	FP => closure:[409,7]; score:1.000000
	FP => POWs:[505,4]; score:1.000000
 => International Committee of the Red Cross:[798,40]; score:1.000000
	FP => POWs:[763,4]; score:1.000000
	FP => people:[1218,6]; score:1.000000
	FP => bid:[167,3]; score:1.000000
	FP => difficulty:[976,10]; score:1.000000
	FP => killed:[1230,6]; score:1.000000
	FP => civil law:[1139,9]; score:1.000000
	FP => exchange:[1174,8]; score:1.000000
 => Associated Press:[928,16]; score:1.000000
	FP => Saturday:[153,8]; score:1.000000
	FP => Iran:[1048,4]; score:1.000000
	FP => detainees:[1149,9]; score:1.000000
	FP => POW:[442,3]; score:1.000000
	FP => Foreign Minister:[296,16]; score:1.000000
	FP => Iran-Iraq War.:[1255,14]; score:1.000000
	FP => representative:[872,14]; score:1.000000
	FP => classified:[1125,10]; score:1.000000
	FP => Iraqi:[257,5]; score:1.000000
	FP => commission:[102,10]; score:1.000000
	FP => basis:[1028,5]; score:1.000000
P/R/F:0.06779661/0.4/0.11594202; tpCount:4.0; fpCount:55.0; fnCount:6.0
[APW19981215_1083.htm]
***************** Gold Standard: ***********************
	FN => Dresden:[72,7]; score:1.000000
 => Switzerland:[908,11]; score:1.000000
 => Botswana:[554,8]; score:1.000000
	FN => Saxony:[1323,6]; score:1.000000
	FN => parliament:[1169,10]; score:1.000000
 => elephants:[208,9]; score:1.000000
	FN => Germany:[466,7]; score:1.000000
	FN => Africa:[244,6]; score:1.000000
	FN => Zoo:[83,3]; score:1.000000
 => Erfurt:[440,6]; score:1.000000
	FN => put to sleep:[1249,12]; score:1.000000
	FN => Environment Minister Juergen Trittin's:[125,38]; score:1.000000
 => South African:[581,13]; score:1.000000
	FN => National Society for the Prevention of Cruelty to Animals:[756,57]; score:1.000000
 => Cologne:[358,7]; score:1.000000

************************ System Result: ***************************
	FP => month:[645,5]; score:1.000000
 => Botswana:[554,8]; score:1.000000
	FP => Germany:[1098,7]; score:1.000000
	FP => week:[936,4]; score:1.000000
	FP => argue:[1034,5]; score:1.000000
	FP => capital:[1356,7]; score:1.000000
	FP => animals:[1229,7]; score:1.000000
	FP => school:[1391,6]; score:1.000000
	FP => elephants:[1044,9]; score:1.000000
	FP => fate:[1071,4]; score:1.000000
	FP => animals:[981,7]; score:1.000000
	FP => Norbert:[1110,7]; score:1.000000
	FP => court:[20,5]; score:1.000000
	FP => pfg:[1492,3]; score:1.000000
	FP => Erfurt:[1148,6]; score:1.000000
	FP => month:[414,5]; score:1.000000
	FP => abused:[257,6]; score:1.000000
	FP => herds:[544,5]; score:1.000000
	FP => German:[3,6]; score:1.000000
	FP => zoos:[449,4]; score:1.000000
	FP => federal:[1126,7]; score:1.000000
 => Cologne:[358,7]; score:1.000000
	FP => order:[166,5]; score:1.000000
	FP => group of 30:[492,11]; score:1.000000
	FP => farm:[713,4]; score:1.000000
	FP => parliament:[1169,10]; score:1.000000
	FP => complaint:[305,9]; score:1.000000
	FP => Cruelty to Animals:[795,18]; score:1.000000
	FP => elephants:[1463,9]; score:1.000000
	FP => August:[532,6]; score:1.000000
	FP => Germany:[886,7]; score:1.000000
	FP => farm:[597,4]; score:1.000000
	FP => Hubert:[281,6]; score:1.000000
	FP => steps:[1208,5]; score:1.000000
	FP => water:[700,5]; score:1.000000
 => South African:[581,13]; score:1.000000
	FP => Otto:[1118,4]; score:1.000000
	FP => judge:[834,5]; score:1.000000
	FP => abused:[677,6]; score:1.000000
 => Switzerland:[908,11]; score:1.000000
	FP => baby elephants:[50,14]; score:1.000000
	FP => Saxony:[1323,6]; score:1.000000
	FP => accept:[43,6]; score:1.000000
	FP => lawmaker:[1134,8]; score:1.000000
	FP => South Africa:[1267,12]; score:1.000000
	FP => zoo:[10,3]; score:1.000000
	FP => abuse:[972,5]; score:1.000000
	FP => wild:[235,4]; score:1.000000
	FP => animals:[660,7]; score:1.000000
	FP => children:[1398,8]; score:1.000000
	FP => asked:[1365,5]; score:1.000000
	FP => temporary:[730,9]; score:1.000000
 => Erfurt:[440,6]; score:1.000000
	FP => South African:[608,13]; score:1.000000
	FP => import:[187,6]; score:1.000000
	FP => zoos:[1018,4]; score:1.000000
	FP => court:[97,5]; score:1.000000
 => baby elephants:[202,14]; score:1.000000
	FP => addition:[1287,8]; score:1.000000
	FP => Dresden:[427,7]; score:1.000000
	FP => director:[272,8]; score:1.000000
	FP => challenge:[114,9]; score:1.000000
	FP => judge:[622,5]; score:1.000000
	FP => Germany:[946,7]; score:1.000000
	FP => cultural:[1301,8]; score:1.000000
	FP => export:[853,6]; score:1.000000
	FP => elephants:[376,9]; score:1.000000
	FP => young:[504,5]; score:1.000000
	FP => elephants:[510,9]; score:1.000000
	FP => early:[634,5]; score:1.000000
	FP => minister:[1310,8]; score:1.000000
	FP => Dresden:[1341,7]; score:1.000000
	FP => baby elephants:[868,14]; score:1.000000
	FP => protest:[960,7]; score:1.000000
	FP => don:[1084,3]; score:1.000000
	FP => write:[1410,5]; score:1.000000
	FP => face:[1058,4]; score:1.000000
	FP => Germany:[1478,7]; score:1.000000
P/R/F:0.07692308/0.4/0.12903227; tpCount:6.0; fpCount:72.0; fnCount:9.0
