[Bus3683270.txt]
***************** Gold Standard: ***********************
 => Bob Nardelli:[3277,3289]; score:1.000000; title:Robert Nardelli; score:1.000000
P/R/F:0.25/0.6666667/0.36363637; tpCount:22.0; fpCount:66.0; fnCount:11.0
[Tra16454203.txt]
***************** Gold Standard: ***********************
 => Heathrow:[958,966]; score:1.000000; title:Heathrow, London; score:1.000000
	FN => BA:[1345,1347]; score:1.000000; title:British Airways; score:1.000000
	FN => BA:[817,819]; score:1.000000; title:British Airways; score:1.000000
	FN => BA:[468,470]; score:1.000000; title:British Airways; score:1.000000
 => LONDON:[124,130]; score:1.000000; title:London; score:1.000000
 => Heathrow:[598,606]; score:1.000000; title:Heathrow, London; score:1.000000
 => London's Heathrow Airport:[73,98]; score:1.000000; title:London Heathrow Airport; score:1.000000
 => Heathrow:[1205,1213]; score:1.000000; title:Heathrow, London; score:1.000000
 => London's Heathrow Airport:[234,259]; score:1.000000; title:London Heathrow Airport; score:1.000000
 => British Airways:[411,426]; score:1.000000; title:British Airways; score:1.000000
	FN => BA:[640,642]; score:1.000000; title:British Airways; score:1.000000

************************ System Result: ***************************
 => LONDON:[124,130]; score:0.122752; title:London; score:0.570472
	FP => Christmas:[751,760]; score:0.874531; title:Christmas; score:0.177963
	FP => 2008:[1444,1448]; score:0.727487; title:March_2008; score:0.523110
	FP => fault:[776,781]; score:0.577267; title:Fault_(geology); score:0.209378
	FP => Terminal 4:[803,813]; score:0.000000; title:Heathrow_Terminal_4_railway_station; score:0.507260
	FP => chaos:[317,322]; score:0.000000; title:Chaos_(Xenosaga); score:0.248495
	FP => Dec. 29:[1049,1056]; score:0.880790; title:December_29; score:1.000000
	FP => holiday season:[1139,1153]; score:1.064565; title:Christmas_and_holiday_season; score:1.000000
	FP => Thousands:[0,9]; score:1.000000; title:1000_(number); score:0.500000
	FP => belt problem:[1033,1045]; score:1.000000; title:Belt_problem; score:0.500000
	FP => Thousands:[133,142]; score:1.000000; title:1000_(number); score:0.500000
	FP => —:[1057,1058]; score:1.000000; title:—; score:0.500000
	FP => anonymity:[851,860]; score:0.432856; title:Anonymity; score:0.511061
 => Heathrow:[1205,1213]; score:0.366468; title:London_Heathrow_Airport; score:0.373836
 => Heathrow:[958,966]; score:0.136210; title:London_Heathrow_Airport; score:0.343256
	FP => Terminal 5:[1424,1434]; score:0.964594; title:Heathrow_Terminal_5_station; score:0.516283
	FP => airline:[1398,1405]; score:0.062047; title:Airline; score:0.365957
	FP => baggage belt:[367,379]; score:1.000000; title:Conveyor_belt; score:0.500000
 => Heathrow Airport:[82,98]; score:0.572833; title:London_Heathrow_Airport; score:0.438936
	FP => airline:[1159,1166]; score:0.082952; title:Airline; score:0.365801
 => Heathrow:[598,606]; score:0.091079; title:London_Heathrow_Airport; score:0.403967
	FP => London:[73,79]; score:0.962843; title:London; score:0.237839
	FP => fog:[951,954]; score:0.995632; title:Fog; score:0.490241
 => Heathrow:[82,90]; score:0.664878; title:London_Heathrow_Airport; score:0.417286
	FP => Airport:[252,259]; score:0.475126; title:Heathrow_Central_railway_station; score:0.530961
	FP => airline:[146,153]; score:0.544327; title:Airline; score:0.397222
	FP => Fog:[48,51]; score:0.502980; title:Fog; score:0.271391
	FP => airline:[276,283]; score:0.266724; title:Airline; score:0.383453
	FP => luggage:[39,46]; score:0.844067; title:Luggage; score:0.761247
 => London's Heathrow Airport:[73,98]; score:1.094003; title:London_Heathrow_Airport; score:1.000000
	FP => March 2008:[1438,1448]; score:0.881766; title:March_2008; score:0.584084
	FP => luggage:[195,202]; score:1.365660; title:Luggage; score:0.799371
	FP => Terminal 4:[1014,1024]; score:0.000000; title:Heathrow_Terminal_4_railway_station; score:0.512267
	FP => faults:[343,349]; score:0.479303; title:Fault_(geology); score:0.305716
 => British Airways:[411,426]; score:1.710619; title:British_Airways; score:0.829222
	FP => baggage belt:[787,799]; score:1.000000; title:Conveyor_belt; score:0.500000
 => Heathrow Airport:[243,259]; score:0.622306; title:London_Heathrow_Airport; score:0.483242
	FP => Terminal 4:[624,634]; score:0.915563; title:Heathrow_Terminal_4_tube_station; score:0.579816
	FP => Airport:[91,98]; score:0.516721; title:Heathrow_Central_railway_station; score:0.518342
	FP => London:[234,240]; score:0.756988; title:London; score:0.231096
	FP => glitch:[63,69]; score:0.877684; title:Glitch; score:0.583872
 => Heathrow:[243,251]; score:0.780681; title:London_Heathrow_Airport; score:0.484163
	FP => airline:[432,439]; score:0.257474; title:Airline; score:0.420359
	FP => fog:[209,212]; score:0.992469; title:Fog; score:0.479214
	FP => Heathrow:[383,391]; score:0.314515; title:London_Heathrow_Airport; score:0.449617
	FP => baggage belt:[1025,1037]; score:1.000000; title:Conveyor_belt; score:0.500000
	FP => British:[411,418]; score:0.551049; title:United_Kingdom; score:0.143648
 => London's Heathrow Airport:[234,259]; score:1.165645; title:London_Heathrow_Airport; score:1.000000
	FP => Terminal 4:[394,404]; score:0.000000; title:Heathrow_Terminal_4_railway_station; score:0.510092
P/R/F:0.15555556/0.6363636/0.25000003; tpCount:7.0; fpCount:38.0; fnCount:4.0
[Tec16451635.txt]
***************** Gold Standard: ***********************
	FN => China:[22,27]; score:1.000000; title:People's Republic of China; score:1.000000
 => Shaanxi:[1071,1078]; score:1.000000; title:Shaanxi; score:1.000000
 => Sichuan:[721,728]; score:1.000000; title:Sichuan; score:1.000000
 => State Forestry Administration:[393,422]; score:1.000000; title:State Forestry Administration; score:1.000000
	FN => China:[1018,1023]; score:1.000000; title:People's Republic of China; score:1.000000
 => Chongqing:[917,926]; score:1.000000; title:Chongqing; score:1.000000
	FN => China:[189,194]; score:1.000000; title:People's Republic of China; score:1.000000
	FN => China:[572,577]; score:1.000000; title:People's Republic of China; score:1.000000
 => Sichuan:[1035,1042]; score:1.000000; title:Sichuan; score:1.000000
 => Xinhua News Agency:[452,470]; score:1.000000; title:Xinhua News Agency; score:1.000000
	FN => China:[526,531]; score:1.000000; title:People's Republic of China; score:1.000000
	FN => BEIJING:[96,103]; score:1.000000; title:Beijing; score:1.000000

************************ System Result: ***************************
	FP => pandas:[1171,1177]; score:0.809707; title:Giant_Panda; score:1.000000
 => Shaanxi:[1071,1078]; score:1.673629; title:Shaanxi; score:0.811464
	FP => artificial insemination:[610,633]; score:1.163279; title:Artificial_insemination; score:1.000000
	FP => state media:[203,214]; score:1.000000; title:State_media; score:0.500000
	FP => 2006:[31,35]; score:0.841028; title:2006; score:0.213917
	FP => 2006:[289,293]; score:0.937340; title:2006; score:0.205238
	FP => pandas:[161,167]; score:0.824698; title:Giant_Panda; score:1.000000
	FP => Giant Panda:[772,783]; score:1.328858; title:Giant_Panda; score:0.868616
	FP => fertility:[1258,1267]; score:0.819636; title:Fertility; score:0.331824
 => Xinhua News:[452,463]; score:0.985434; title:Xinhua_News_Agency; score:1.000000
	FP => insemination:[273,285]; score:0.124743; title:Insemination; score:0.506036
	FP => fertility:[1112,1121]; score:1.003070; title:Fertility; score:0.433372
	FP => fertility rate:[1112,1126]; score:0.486661; title:Total_fertility_rate; score:0.511288
	FP => Forestry:[399,407]; score:1.073403; title:Forestry; score:0.657695
	FP => giant pandas:[1279,1291]; score:1.060448; title:Giant_Panda; score:1.000000
	FP => China:[526,531]; score:0.640062; title:China; score:0.209438
	FP => nearly:[638,644]; score:1.000000; title:Nearly_(band); score:0.500000
	FP => zoo:[885,888]; score:1.176651; title:Zoo; score:0.359120
	FP => panda:[863,868]; score:0.948627; title:Giant_Panda; score:0.652448
	FP => pandas:[1089,1095]; score:0.867789; title:Giant_Panda; score:1.000000
	FP => pandas:[60,66]; score:0.864901; title:Giant_Panda; score:1.000000
 => State Forestry Administration:[393,422]; score:1.007191; title:State_Forestry_Administration_of_the_People's_Republic_of_China; score:1.000000
 => Sichuan:[1035,1042]; score:1.660219; title:Sichuan; score:0.813901
	FP => China:[1018,1023]; score:0.632538; title:China; score:0.275264
 => Xinhua:[452,458]; score:0.876228; title:Xinhua_News_Agency; score:0.626595
	FP => 217:[198,201]; score:0.626977; title:217; score:0.353112
	FP => pandas:[595,601]; score:0.805343; title:Giant_Panda; score:1.000000
	FP => —:[310,311]; score:1.000000; title:—; score:0.500000
	FP => 2006:[734,738]; score:0.611382; title:2006; score:0.201316
 => Xinhua News Agency:[452,470]; score:1.052070; title:Xinhua_News_Agency; score:1.000000
	FP => insemination:[621,633]; score:0.128638; title:Insemination; score:0.501059
	FP => rarest animals:[963,977]; score:1.109071; title:Rare_species; score:1.000000
	FP => 217:[89,92]; score:0.465790; title:217; score:0.350428
 => Chongqing:[917,926]; score:1.310211; title:Chongqing; score:0.701958
	FP => China:[22,27]; score:0.492055; title:China; score:0.207131
	FP => Panda:[778,783]; score:0.608633; title:Giant_Panda; score:0.445593
	FP => Wolong:[765,771]; score:1.150842; title:Wolong_National_Nature_Reserve; score:1.000000
	FP => panda:[3,8]; score:0.843316; title:Giant_Panda; score:0.694043
	FP => pandas:[242,248]; score:0.795231; title:Giant_Panda; score:1.000000
	FP => artificial insemination:[262,285]; score:1.141617; title:Artificial_insemination; score:1.000000
	FP => giant pandas:[54,66]; score:1.092968; title:Giant_Panda; score:1.000000
	FP => Chengdu:[829,836]; score:1.369841; title:Chengdu; score:0.729610
	FP => species:[351,358]; score:1.450887; title:Species; score:0.219426
	FP => zoos:[534,538]; score:1.014296; title:Zoo; score:1.000000
	FP => Giant pandas:[1083,1095]; score:1.110793; title:Giant_Panda; score:1.000000
 => Sichuan:[721,728]; score:1.603738; title:Sichuan; score:0.779696
	FP => 2005:[563,567]; score:0.989357; title:2005; score:0.221641
	FP => endangered species:[340,358]; score:1.583801; title:Endangered_species; score:0.623507
	FP => pandas:[511,517]; score:0.807274; title:Giant_Panda; score:1.000000
	FP => panda:[935,940]; score:0.800025; title:Giant_Panda; score:0.646671
	FP => China:[189,194]; score:0.278338; title:China; score:0.186789
	FP => province:[1059,1067]; score:0.819126; title:Province_(China); score:0.142625
	FP => endangered:[340,350]; score:1.342399; title:Endangered_species; score:0.488863
	FP => China:[572,577]; score:0.441956; title:China; score:0.206880
	FP => pandas:[1285,1291]; score:0.833112; title:Giant_Panda; score:1.000000
P/R/F:0.11320755/0.5/0.18461537; tpCount:6.0; fpCount:47.0; fnCount:6.0
[USN16444287.txt]
***************** Gold Standard: ***********************
 => Alzenau:[2296,2303]; score:1.000000; title:Alzenau; score:1.000000
 => Las Vegas:[1947,1956]; score:1.000000; title:Las Vegas, Nevada; score:1.000000
 => Calif.:[133,139]; score:1.000000; title:California; score:1.000000
	FN => Feinstein:[3182,3191]; score:1.000000; title:Dianne Feinstein; score:1.000000
	FN => Washington:[2451,2461]; score:1.000000; title:Federal government of the United States; score:1.000000
 => Frankfurt:[3864,3873]; score:1.000000; title:Frankfurt; score:1.000000
 => Minneapolis:[1420,1431]; score:1.000000; title:Minneapolis; score:1.000000
 => Dianne Feinstein:[3088,3104]; score:1.000000; title:Dianne Feinstein; score:1.000000
	FN => U.S. military:[3405,3418]; score:1.000000; title:Military of the United States; score:1.000000
 => McCarran International Airport:[1817,1847]; score:1.000000; title:McCarran International Airport; score:1.000000
 => South Africa:[1285,1297]; score:1.000000; title:South Africa; score:1.000000
	FN => Central California:[2056,2074]; score:1.000000; title:Central California; score:1.000000
 => North Las Vegas:[2646,2661]; score:1.000000; title:North Las Vegas, Nevada; score:1.000000
 => US Airways:[1397,1407]; score:1.000000; title:US Airways; score:1.000000
 => U.S.:[12,16]; score:1.000000; title:United States; score:1.000000
	FN => CAIR:[1698,1702]; score:1.000000; title:Council on American-Islamic Relations; score:1.000000
 => California:[666,676]; score:1.000000; title:California; score:1.000000
 => Frankfurt:[488,497]; score:1.000000; title:Frankfurt; score:1.000000
 => U.S. Customs and Border Protection:[843,877]; score:1.000000; title:U.S. Customs and Border Protection; score:1.000000
 => Las Vegas:[501,510]; score:1.000000; title:Las Vegas, Nevada; score:1.000000
 => FBI:[2517,2520]; score:1.000000; title:Federal Bureau of Investigation; score:1.000000
 => Condor Airlines:[1791,1806]; score:1.000000; title:Condor Airlines; score:1.000000
 => Bakersfield:[568,579]; score:1.000000; title:Bakersfield, California; score:1.000000
 => Las Vegas:[112,121]; score:1.000000; title:Las Vegas, Nevada; score:1.000000
	FN => New Year:[2004,2012]; score:1.000000; title:New Year; score:1.000000
 => FBI:[2971,2974]; score:1.000000; title:Federal Bureau of Investigation; score:1.000000
 => Phoenix:[1435,1442]; score:1.000000; title:Phoenix, Arizona; score:1.000000
 => U.S.:[377,381]; score:1.000000; title:United States; score:1.000000
 => Las Vegas:[3000,3009]; score:1.000000; title:Las Vegas, Nevada; score:1.000000
	FN => Iraq:[1513,1517]; score:1.000000; title:Iraq; score:1.000000
 => FRESNO:[125,131]; score:1.000000; title:Fresno, California; score:1.000000
 => U.S. Immigration and Customs Enforcement:[2874,2914]; score:1.000000; title:U.S. Immigration and Customs Enforcement; score:1.000000
	FN => Islamic scholar:[1264,1279]; score:1.000000; title:List of Islamic studies scholars; score:1.000000
	FN => Las Vegas:[270,279]; score:1.000000; title:Las Vegas, Nevada; score:1.000000
 => California:[581,591]; score:1.000000; title:California; score:1.000000
 => San Francisco International Airport:[1318,1353]; score:1.000000; title:San Francisco International Airport; score:1.000000
 => U.S.:[2790,2794]; score:1.000000; title:United States; score:1.000000

************************ System Result: ***************************
	FP => Mulligan:[3167,3175]; score:0.000000; title:John_Mulligan; score:0.307689
	FP => U.S.:[1501,1505]; score:0.503523; title:United_States; score:0.185973
	FP => told:[755,759]; score:1.000000; title:Told_(village); score:0.500000
 => South Africa:[1285,1297]; score:0.772080; title:South_Africa; score:0.141455
	FP => Bavarian:[2313,2321]; score:0.565175; title:Bavaria; score:0.179476
	FP => Islamic scholar:[1264,1279]; score:0.430088; title:Ulema; score:0.387005
	FP => businessman:[151,162]; score:0.479003; title:Businessperson; score:0.270805
	FP => American:[1859,1867]; score:0.978695; title:United_States; score:0.220961
	FP => medicine:[3650,3658]; score:0.313983; title:Medicine; score:0.135802
 => U.S. Customs and Border Protection:[843,877]; score:1.134916; title:U.S._Customs_and_Border_Protection; score:1.000000
	FP => Thursday afternoon:[1760,1778]; score:1.045494; title:Thursday_Afternoon; score:1.000000
	FP => U.S. Customs:[843,855]; score:0.365051; title:United_States_Customs_Service; score:0.515464
	FP => anti-Muslim:[433,444]; score:1.021466; title:Islamophobia; score:1.000000
	FP => speeding ticket:[3341,3356]; score:0.870943; title:Traffic_ticket; score:1.000000
	FP => airport:[2558,2565]; score:1.020635; title:Airport; score:0.172055
	FP => scholar:[1272,1279]; score:0.436774; title:Ulema; score:0.201720
	FP => Islamic:[1264,1271]; score:0.825994; title:Islam; score:0.185531
	FP => phone interview:[2263,2278]; score:1.000000; title:Job_interview; score:0.500000
	FP => civil rights:[347,359]; score:1.205353; title:Civil_rights; score:0.292995
 => FRESNO:[125,131]; score:0.994052; title:Fresno,_California; score:0.182006
	FP => police car:[2630,2640]; score:1.018652; title:Police_car; score:1.000000
	FP => wedding:[2033,2040]; score:1.366832; title:Wedding; score:0.350242
 => U.S.:[2790,2794]; score:0.750142; title:United_States; score:0.189530
 => Alzenau:[2296,2303]; score:1.061953; title:Alzenau; score:1.000000
	FP => Muslim:[0,6]; score:1.028106; title:Muslim; score:0.184158
 => Calif.:[133,139]; score:1.017684; title:California; score:1.000000
	FP => math:[3384,3388]; score:0.402961; title:Mathematics; score:0.394342
	FP => telephone:[3775,3784]; score:1.204966; title:Telephone; score:0.169576
 => Condor Airlines:[1791,1806]; score:1.110788; title:Condor_Airlines; score:1.000000
 => Bakersfield, California:[568,591]; score:1.080943; title:Bakersfield,_California; score:1.000000
	FP => passport:[2102,2110]; score:1.034541; title:Passport; score:0.192514
 => North Las Vegas:[2646,2661]; score:0.397060; title:North_Las_Vegas,_Nevada; score:0.709285
	FP => police:[2630,2636]; score:1.062072; title:Police; score:0.164973
 => Sen. Dianne Feinstein:[3083,3104]; score:0.900789; title:Dianne_Feinstein; score:1.000000
