[Bus3683270.txt]
***************** Gold Standard: ***********************
	FN => Bob Nardelli:[3277,3289]; score:1.000000; title:Robert Nardelli; score:1.000000
	FP => flame:[745,750]; score:1.000000; title:Calgary_Flames; score:0.116035
P/R/F:0.40816328/0.8695652/0.5555556; tpCount:20.0; fpCount:29.0; fnCount:3.0
[TvN16442342.txt]
***************** Gold Standard: ***********************
	FN => Sago Mine:[1281,1290]; score:1.000000; title:Sago Mine disaster; score:1.000000
 => West Virginia:[701,714]; score:1.000000; title:West Virginia; score:1.000000
 => West Virginia:[348,361]; score:1.000000; title:West Virginia; score:1.000000
	FN => Sago:[690,694]; score:1.000000; title:Sago Mine disaster; score:1.000000
	FN => Sago Mine accident:[62,80]; score:1.000000; title:Sago Mine disaster; score:1.000000
	FN => W. Va:[269,274]; score:1.000000; title:West Virginia; score:1.000000
	FN => Sago:[1615,1619]; score:1.000000; title:Sago Mine disaster; score:1.000000
 => West Virginia:[1265,1278]; score:1.000000; title:West Virginia; score:1.000000
	FN => Sago Mine:[242,251]; score:1.000000; title:Sago Mine disaster; score:1.000000
	FN => Randal McCloy:[371,384]; score:1.000000; title:Randal McCloy; score:1.000000
	FN => BUCKHANNON:[118,128]; score:1.000000; title:Buckhannon, West Virginia; score:1.000000
	FN => W. Va:[130,135]; score:1.000000; title:West Virginia; score:1.000000
 => U.S.:[0,4]; score:1.000000; title:United States; score:1.000000
 => Mine Safety and Health Administration:[1219,1256]; score:1.000000; title:Mine Safety and Health Administration; score:1.000000
 => Buckhannon:[257,267]; score:1.000000; title:Buckhannon, West Virginia; score:1.000000
 => United Mine Workers of America:[2173,2203]; score:1.000000; title:United Mine Workers; score:1.000000

************************ System Result: ***************************
	FP => record:[2264,2270]; score:1.000000; title:Archaeological_record; score:0.020519
	FP => Dennis:[2156,2162]; score:1.000000; title:Dennis_Kucinich; score:0.019857
	FP => production:[2073,2083]; score:1.000000; title:Record_producer; score:0.011281
	FP => times:[2223,2228]; score:1.000000; title:The_Times; score:0.031859
	FP => year:[516,520]; score:1.000000; title:University; score:0.043268
	FP => accident:[1849,1857]; score:1.000000; title:Accident; score:0.048720
	FP => McAteer:[1369,1376]; score:1.000000; title:Jason_McAteer; score:0.000886
	FP => federal government:[1806,1824]; score:1.000000; title:Federal_government_of_the_United_States; score:0.101388
	FP => died:[459,463]; score:1.000000; title:Death; score:0.041253
	FP => required:[931,939]; score:1.000000; title:Requirement; score:0.034884
	FP => government:[1206,1216]; score:1.000000; title:Government; score:0.101346
	FP => position:[1121,1129]; score:1.000000; title:Ice_hockey; score:0.016316
	FP => coal industry:[2237,2250]; score:1.000000; title:Coal; score:0.033768
	FP => alive:[335,340]; score:1.000000; title:Justice_League_Unlimited; score:0.024141
	FP => rescue:[1135,1141]; score:1.000000; title:Rescue; score:0.064896
	FP => Davitt:[1150,1156]; score:1.000000; title:Michael_Davitt; score:0.011096
	FP => required:[1072,1080]; score:1.000000; title:Requirement; score:0.034884
	FP => safety:[1175,1181]; score:1.000000; title:Safety; score:0.082040
	FP => miners:[310,316]; score:1.000000; title:Miner; score:0.035856
	FP => laws:[770,774]; score:1.000000; title:Law; score:0.097881
	FP => experts:[34,41]; score:1.000000; title:Expert; score:0.022215
 => Buckhannon:[257,267]; score:1.000000; title:Buckhannon,_West_Virginia; score:0.014682
	FP => miners:[1411,1417]; score:1.000000; title:Miner; score:0.035856
	FP => men:[592,595]; score:1.000000; title:Man; score:0.018439
	FP => union:[1932,1937]; score:1.000000; title:European_Union; score:0.056259
	FP => emergency:[1643,1652]; score:1.000000; title:Emergency; score:0.071928
	FP => underground:[1891,1902]; score:1.000000; title:London_Underground; score:0.026510
 => West Virginia:[701,714]; score:1.000000; title:West_Virginia; score:0.033862
	FP => die:[603,606]; score:1.000000; title:Die_(manufacturing); score:0.006276
	FP => breath:[188,194]; score:1.000000; title:Breathing; score:0.012153
	FP => safety:[763,769]; score:1.000000; title:Safety; score:0.082040
	FP => tragedy:[1620,1627]; score:1.000000; title:Tragedy_(event); score:0.061885
	FP => Dell:[2165,2169]; score:1.000000; title:Dell; score:0.016881
	FP => men:[451,454]; score:1.000000; title:Man; score:0.018439
	FP => emergency:[1903,1912]; score:1.000000; title:Emergency; score:0.071928
	FP => disaster:[411,419]; score:1.000000; title:Disaster; score:0.068005
	FP => families:[432,440]; score:1.000000; title:Family; score:0.037051
	FP => coal:[2292,2296]; score:1.000000; title:Coal; score:0.033768
	FP => sign:[2003,2007]; score:1.000000; title:Sign_language; score:0.018122
	FP => communicate:[1335,1346]; score:1.000000; title:Communication; score:0.043564
	FP => coal miners:[1979,1990]; score:1.000000; title:Coal_mining; score:0.042598
	FP => required:[1870,1878]; score:1.000000; title:Requirement; score:0.034884
 => Mine Safety and Health Administration:[1219,1256]; score:1.000000; title:Mine_Safety_and_Health_Administration; score:0.097242
	FP => lone:[390,394]; score:1.000000; title:The_Lone_Gunmen; score:0.016516
	FP => system:[1536,1542]; score:1.000000; title:9-1-1; score:0.078124
	FP => federal:[1710,1717]; score:1.000000; title:Federal_government_of_the_United_States; score:0.101388
	FP => Underground:[1025,1036]; score:1.000000; title:London_Underground; score:0.026510
	FP => ground:[889,895]; score:1.000000; title:Ground_(electricity); score:0.021163
	FP => survivor:[395,403]; score:1.000000; title:Survivor_(U.S._TV_series); score:0.007676
 => West Virginia:[348,361]; score:1.000000; title:West_Virginia; score:0.033862
	FP => safety:[1756,1762]; score:1.000000; title:Safety; score:0.082040
	FP => billion:[2276,2283]; score:1.000000; title:Long_and_short_scales; score:0.002067
	FP => federal government:[723,741]; score:1.000000; title:Federal_government_of_the_United_States; score:0.101388
	FP => boom:[2218,2222]; score:1.000000; title:Boom_and_bust; score:0.018298
	FP => attitude:[2049,2057]; score:1.000000; title:Attitude_(psychology); score:0.013589
	FP => emergency:[1037,1046]; score:1.000000; title:Emergency; score:0.071928
	FP => years:[2344,2349]; score:1.000000; title:Millennium; score:0.033590
	FP => investigation:[1291,1304]; score:1.000000; title:Federal_Bureau_of_Investigation; score:0.055078
	FP => safety:[82,88]; score:1.000000; title:Safety; score:0.082040
 => West Virginia:[1265,1278]; score:1.000000; title:West_Virginia; score:0.033862
	FP => training:[1668,1676]; score:1.000000; title:Training; score:0.052831
	FP => led:[1261,1264]; score:1.000000; title:Light-emitting_diode; score:0.029918
	FP => year:[51,55]; score:1.000000; title:University; score:0.043268
	FP => Wireless communications:[898,921]; score:1.000000; title:Wireless; score:0.027504
	FP => McAteer:[1157,1164]; score:1.000000; title:Jason_McAteer; score:0.000886
	FP => Electronic:[953,963]; score:1.000000; title:Electronics; score:0.031056
	FP => miners:[876,882]; score:1.000000; title:Miner; score:0.035856
	FP => communicate:[859,870]; score:1.000000; title:Communication; score:0.043564
	FP => safe:[1047,1051]; score:1.000000; title:Safety; score:0.082040
	FP => rooms:[1918,1923]; score:1.000000; title:Room; score:0.014219
 => U.S.:[0,4]; score:1.000000; title:United_States; score:0.033001
	FP => nightmare:[491,500]; score:1.000000; title:Nightmare; score:0.017776
	FP => died:[663,667]; score:1.000000; title:Death; score:0.041253
	FP => safe:[21,25]; score:1.000000; title:Safety; score:0.082040
	FP => husband:[655,662]; score:1.000000; title:Husband; score:0.014513
	FP => nation:[165,171]; score:1.000000; title:Nation; score:0.045323
	FP => safety:[1598,1604]; score:1.000000; title:Safety; score:0.082040
	FP => nation:[1963,1969]; score:1.000000; title:Nation; score:0.045323
	FP => safe:[1913,1917]; score:1.000000; title:Safety; score:0.082040
	FP => rooms:[1052,1057]; score:1.000000; title:Room; score:0.014219
	FP => miners:[202,208]; score:1.000000; title:Miner; score:0.035856
	FP => holding:[176,183]; score:1.000000; title:Holding_company; score:0.026202
	FP => air:[1532,1535]; score:1.000000; title:Air_conditioning; score:0.029947
	FP => year:[143,147]; score:1.000000; title:University; score:0.043268
	FP => miners:[1360,1366]; score:1.000000; title:Miner; score:0.035856
	FP => expert:[1182,1188]; score:1.000000; title:Expert; score:0.022215
	FP => tons:[2284,2288]; score:1.000000; title:Sixteen_Tons; score:0.003307
	FP => laws:[89,93]; score:1.000000; title:Law; score:0.097881
	FP => miners:[985,991]; score:1.000000; title:Miner; score:0.035856
	FP => safety:[2100,2106]; score:1.000000; title:Safety; score:0.082040
	FP => required:[1684,1692]; score:1.000000; title:Requirement; score:0.034884
 => United Mine Workers of America:[2173,2203]; score:1.000000; title:United_Mine_Workers; score:0.035200
P/R/F:0.07608695/0.4375/0.12962963; tpCount:7.0; fpCount:85.0; fnCount:9.0
[Wor16447201.txt]
***************** Gold Standard: ***********************
 => Ganges:[1110,1116]; score:1.000000; title:Ganges River; score:1.000000
 => Ardh Kumbh Mela:[421,436]; score:1.000000; title:Ardh Kumbh Mela; score:1.000000
	FN => India:[135,140]; score:1.000000; title:India; score:1.000000
 => Maha Kumbh Mela:[992,1007]; score:1.000000; title:Kumbh Mela; score:1.000000
 => Vishnu:[2545,2551]; score:1.000000; title:Vishnu; score:1.000000
 => Ganges:[608,614]; score:1.000000; title:Ganges River; score:1.000000
 => West Bengal:[1597,1608]; score:1.000000; title:West Bengal; score:1.000000
 => Allahabad:[657,666]; score:1.000000; title:Allahabad; score:1.000000
 => Maha Kumbh Mela:[2969,2984]; score:1.000000; title:Kumbh Mela; score:1.000000
 => Garuda:[2507,2513]; score:1.000000; title:Garuda; score:1.000000
 => Hindu god:[2535,2544]; score:1.000000; title:Hindu deities; score:1.000000
 => Maha Kumbh:[2948,2958]; score:1.000000; title:Maha Kumbh; score:1.000000
	FN => Hindi:[2440,2445]; score:1.000000; title:Hindi; score:1.000000
 => Indian army:[2314,2325]; score:1.000000; title:Indian army; score:1.000000
	FN => Hindu scriptures:[808,824]; score:1.000000; title:Hindu scripture; score:1.000000
	FN => Kumbh:[2055,2060]; score:1.000000; title:Kumbh Mela; score:1.000000
 => Yamuna:[620,626]; score:1.000000; title:Yamuna; score:1.000000
 => Ganges:[1847,1853]; score:1.000000; title:Ganges River; score:1.000000
 => Allahabad:[2422,2431]; score:1.000000; title:Allahabad; score:1.000000
 => Kumbh Mela:[1505,1515]; score:1.000000; title:Kumbh Mela; score:1.000000
 => Ganges river:[255,267]; score:1.000000; title:Ganges River; score:1.000000
 => Garuda:[2663,2669]; score:1.000000; title:Garuda; score:1.000000
 => Maha Kumbh Mela:[2756,2771]; score:1.000000; title:Kumbh Mela; score:1.000000
	FN => Rama Devi:[2071,2080]; score:1.000000; title:Rama Devi; score:1.000000
 => Kumbh Mela:[1885,1895]; score:1.000000; title:Kumbh Mela; score:1.000000
	FN => ALLAHABAD:[124,133]; score:1.000000; title:Allahabad; score:1.000000
	FN => northern India:[271,285]; score:1.000000; title:North India; score:1.000000
	FN => Kumbh:[2166,2171]; score:1.000000; title:Kumbh Mela; score:1.000000
 => Guinness Book of Records:[3032,3056]; score:1.000000; title:Guinness World Records; score:1.000000
 => Allahabad:[2100,2109]; score:1.000000; title:Allahabad; score:1.000000
 => Madhya Pradesh:[1816,1830]; score:1.000000; title:Madhya Pradesh; score:1.000000
 => Ganges:[17,23]; score:1.000000; title:Ganges River; score:1.000000
 => Uttar Pradesh:[2465,2478]; score:1.000000; title:Uttar Pradesh; score:1.000000

************************ System Result: ***************************
	FP => pilgrims:[3015,3023]; score:1.000000; title:Pilgrim; score:0.159708
	FP => bathing:[1095,1102]; score:1.000000; title:Bathing; score:0.118468
	FP => walked:[853,859]; score:1.000000; title:Walking; score:0.022406
	FP => polluted:[1273,1281]; score:1.000000; title:Pollution; score:0.037777
	FP => mile:[2361,2365]; score:1.000000; title:Mile; score:0.021908
	FP => temperatures:[193,205]; score:1.000000; title:Temperature; score:0.028304
	FP => Festival:[1030,1038]; score:1.000000; title:Festival; score:0.120318
	FP => house:[2382,2387]; score:1.000000; title:Household; score:0.049624
 => Ganges river:[255,267]; score:1.000000; title:Ganges; score:0.239591
	FP => desire:[1468,1474]; score:1.000000; title:Desire_(TV_series); score:0.003483
	FP => freezing:[184,192]; score:1.000000; title:Freezing; score:0.009034
 => Indian army:[2314,2325]; score:1.000000; title:Indian_Army; score:0.072364
	FP => Pitcher:[446,453]; score:1.000000; title:Pitcher; score:0.103796
	FP => missed:[2150,2156]; score:1.000000; title:Myst; score:0.019549
	FP => waters:[241,247]; score:1.000000; title:John_Waters_(filmmaker); score:0.049186
	FP => experience:[1615,1625]; score:1.000000; title:The_Jimi_Hendrix_Experience; score:0.026266
	FP => clothes:[1430,1437]; score:1.000000; title:Clothing; score:0.049509
	FP => Hindi:[2440,2445]; score:1.000000; title:Hindi_literature; score:0.022313
	FP => single purpose:[3111,3125]; score:1.000000; title:Special_purpose_entity; score:0.005335
	FP => bathing:[872,879]; score:1.000000; title:Bathing; score:0.118468
 => Kumbh Mela:[1505,1515]; score:1.000000; title:Kumbh_Mela; score:0.402991
 => Garuda:[2663,2669]; score:1.000000; title:Garuda; score:0.278385
	FP => women:[522,527]; score:1.000000; title:Woman; score:0.050734
	FP => prostrate:[898,907]; score:1.000000; title:Prostration; score:0.074666
	FP => city:[667,671]; score:1.000000; title:City; score:0.045206
	FP => rise:[713,717]; score:1.000000; title:Fantastic_Four:_Rise_of_the_Silver_Surfer; score:0.005865
	FP => age:[2137,2140]; score:1.000000; title:The_Age; score:0.017364
	FP => year:[2283,2287]; score:1.000000; title:University; score:0.048758
	FP => festival:[36,44]; score:1.000000; title:Festival; score:0.120318
	FP => acre:[3263,3267]; score:1.000000; title:Acre,_Israel; score:0.054503
	FP => school teacher:[1549,1563]; score:1.000000; title:Teacher; score:0.048828
	FP => speeding:[1160,1168]; score:1.000000; title:Speed_limit; score:0.017277
	FP => terrorist:[3344,3353]; score:1.000000; title:Terrorism; score:0.045053
	FP => infirm:[567,573]; score:1.000000; title:Illness; score:0.036549
	FP => falls:[966,971]; score:1.000000; title:Falls_Festival; score:0.019656
	FP => flight:[2672,2678]; score:1.000000; title:Flight; score:0.022241
	FP => Hindus:[0,6]; score:1.000000; title:Hindu; score:0.272555
	FP => India:[375,380]; score:1.000000; title:India; score:0.128246
	FP => divine:[2689,2695]; score:1.000000; title:Divinity; score:0.180326
	FP => event:[773,778]; score:1.000000; title:Eventing; score:0.008174
	FP => tents:[3196,3201]; score:1.000000; title:Tent; score:0.028971
	FP => single:[2159,2165]; score:1.000000; title:Single_(music); score:0.038293
	FP => divine:[1933,1939]; score:1.000000; title:Divinity; score:0.180326
	FP => traffic:[2267,2274]; score:1.000000; title:Traffic_(band); score:0.032583
	FP => holy:[1965,1969]; score:1.000000; title:Sacred; score:0.149571
	FP => security:[2412,2420]; score:1.000000; title:Security; score:0.021296
 => Ardh Kumbh Mela:[421,436]; score:1.000000; title:Kumbh_Mela; score:0.402991
	FP => Great:[1016,1021]; score:1.000000; title:Grandparent; score:0.024269
	FP => friends:[1366,1373]; score:1.000000; title:Religious_Society_of_Friends; score:0.069037
	FP => festival:[328,336]; score:1.000000; title:Festival; score:0.120318
	FP => earth:[507,512]; score:1.000000; title:Earth; score:0.068358
 => Vishnu:[2545,2551]; score:1.000000; title:Vishnu; score:0.260008
	FP => songs:[839,844]; score:1.000000; title:Song; score:0.040026
	FP => Tight:[2406,2411]; score:1.000000; title:Tight_end; score:0.014664
 => Maha Kumbh Mela:[2969,2984]; score:1.000000; title:Kumbh_Mela; score:0.402991
 => Hindu god:[2535,2544]; score:1.000000; title:Hindu_deities; score:0.269587
	FP => week:[323,327]; score:1.000000; title:Week; score:0.026147
	FP => years:[1065,1070]; score:1.000000; title:Millennium; score:0.071659
	FP => Indian state:[1800,1812]; score:1.000000; title:States_and_territories_of_India; score:0.095714
	FP => all night:[1773,1782]; score:1.000000; title:Tank_(American_singer); score:0.007200
	FP => battle:[2593,2599]; score:1.000000; title:Battles_(band); score:0.043379
	FP => year:[1716,1720]; score:1.000000; title:University; score:0.048758
	FP => Pitcher:[1022,1029]; score:1.000000; title:Pitcher; score:0.103796
	FP => in 2001:[3140,3147]; score:1.000000; title:2001; score:0.052618
	FP => human beings:[3092,3104]; score:1.000000; title:Human; score:0.059203
	FP => week:[87,91]; score:1.000000; title:Week; score:0.026147
	FP => waters:[1970,1976]; score:1.000000; title:John_Waters_(filmmaker); score:0.049186
	FP => son:[2292,2295]; score:1.000000; title:God_the_Son; score:0.093842
