[1088testa SQUASH]
***************** Gold Standard: ***********************
 => Scotland:[1864,1872]; score:1.000000
 => BELGRADE:[47,55]; score:1.000000
 => Italy:[172,177]; score:1.000000
 => Russia:[190,196]; score:1.000000
 => Yugoslavia:[259,269]; score:1.000000
 => Benetton:[162,170]; score:1.000000
P/R/F:1.0/1.0/1.0; tpCount:11.0; fpCount:0.0; fnCount:0.0
[1037testa Sombre]
***************** Gold Standard: ***********************
 => Arctic:[134,140]; score:1.000000
 => Onarheim:[968,976]; score:1.000000
 => Pyramiden:[1258,1267]; score:1.000000
 => Norwegian:[1642,1651]; score:1.000000
 => Stig Onarheim:[559,572]; score:1.000000
 => Norway:[73,79]; score:1.000000
 => Russia:[2701,2707]; score:1.000000
 => Arctic:[15,21]; score:1.000000
 => Barentsburg:[2614,2625]; score:1.000000
 => Longyear:[2068,2076]; score:1.000000
 => Russian:[2164,2171]; score:1.000000
 => Norwegian:[1847,1856]; score:1.000000
 => Norway:[2774,2780]; score:1.000000
 => Russian:[1656,1663]; score:1.000000
 => Russians:[1179,1187]; score:1.000000
 => Barentsburg:[1984,1995]; score:1.000000
 => Ukrainian:[2176,2185]; score:1.000000
 => Longyear:[2209,2217]; score:1.000000
 => Norwegian:[1283,1292]; score:1.000000
 => Ukrainians:[1192,1202]; score:1.000000
 => Spitzbergen:[779,790]; score:1.000000
 => Rolf Soderlind:[48,62]; score:1.000000
	FN => Longyear:[234,242]; score:1.000000
 => Johan Sletten:[1551,1564]; score:1.000000
 => Barentsburg:[1489,1500]; score:1.000000
 => Longyear:[2478,2486]; score:1.000000
 => Moscow:[2413,2419]; score:1.000000
 => Longyear:[817,825]; score:1.000000
 => Spitzbergen:[2709,2720]; score:1.000000
 => Longyear:[1269,1277]; score:1.000000
 => Barentsburg:[1242,1253]; score:1.000000
 => Heidi Groenstein:[1794,1810]; score:1.000000
 => Norway:[3064,3070]; score:1.000000
 => Arctic:[762,768]; score:1.000000
 => Reuters:[987,994]; score:1.000000
 => Russian:[349,356]; score:1.000000
 => LONGYEAR:[63,71]; score:1.000000
 => Russia:[3261,3267]; score:1.000000
 => Sletten:[1570,1577]; score:1.000000

************************ System Result: ***************************
 => Arctic:[134,140]; score:1.000000
 => Onarheim:[968,976]; score:1.000000
 => Pyramiden:[1258,1267]; score:1.000000
 => Norwegian:[1642,1651]; score:1.000000
 => Stig Onarheim:[559,572]; score:1.000000
 => Norway:[73,79]; score:1.000000
 => Russia:[2701,2707]; score:1.000000
 => Arctic:[15,21]; score:1.000000
 => Barentsburg:[2614,2625]; score:1.000000
 => Longyear:[2068,2076]; score:1.000000
 => Russian:[2164,2171]; score:1.000000
 => Norwegian:[1847,1856]; score:1.000000
 => Norway:[2774,2780]; score:1.000000
 => Russian:[1656,1663]; score:1.000000
 => Russians:[1179,1187]; score:1.000000
 => Barentsburg:[1984,1995]; score:1.000000
	FP => Imagine:[828,835]; score:1.000000
 => Ukrainian:[2176,2185]; score:1.000000
 => Longyear:[2209,2217]; score:1.000000
 => Norwegian:[1283,1292]; score:1.000000
 => Ukrainians:[1192,1202]; score:1.000000
 => Spitzbergen:[779,790]; score:1.000000
 => Rolf Soderlind:[48,62]; score:1.000000
 => Johan Sletten:[1551,1564]; score:1.000000
 => Barentsburg:[1489,1500]; score:1.000000
 => Longyear:[2478,2486]; score:1.000000
 => Moscow:[2413,2419]; score:1.000000
 => Longyear:[817,825]; score:1.000000
 => Spitzbergen:[2709,2720]; score:1.000000
 => Longyear:[1269,1277]; score:1.000000
 => Barentsburg:[1242,1253]; score:1.000000
 => Heidi Groenstein:[1794,1810]; score:1.000000
 => Norway:[3064,3070]; score:1.000000
 => Arctic:[762,768]; score:1.000000
 => Reuters:[987,994]; score:1.000000
 => Russian:[349,356]; score:1.000000
 => LONGYEAR:[63,71]; score:1.000000
 => Russia:[3261,3267]; score:1.000000
 => Sletten:[1570,1577]; score:1.000000
P/R/F:0.974359/0.974359/0.974359; tpCount:38.0; fpCount:1.0; fnCount:1.0
[1120testa Britain]
***************** Gold Standard: ***********************
 => John Major:[617,627]; score:1.000000
 => Arbil:[37,42]; score:1.000000
 => U.N.:[324,328]; score:1.000000
 => Kurdish:[137,144]; score:1.000000
 => U.S.:[711,715]; score:1.000000
 => Arbil:[491,496]; score:1.000000
 => French:[717,723]; score:1.000000
 => British:[594,601]; score:1.000000
 => Gulf War:[564,572]; score:1.000000
 => Iraq:[17,21]; score:1.000000
 => LONDON:[51,57]; score:1.000000
 => Foreign Office:[798,812]; score:1.000000
 => British:[728,735]; score:1.000000
 => Arbil:[153,158]; score:1.000000
 => Iraqi Kurds:[639,650]; score:1.000000
 => Iraqi:[219,224]; score:1.000000
 => Iraqi:[252,257]; score:1.000000
 => Kurdish:[351,358]; score:1.000000
 => Britain:[0,7]; score:1.000000
 => Iraqi:[670,675]; score:1.000000
 => Foreign Office:[298,312]; score:1.000000
 => Iraqi:[386,391]; score:1.000000
 => Britain:[69,76]; score:1.000000
 => Iraqi:[99,104]; score:1.000000

************************ System Result: ***************************
 => John Major:[617,627]; score:1.000000
 => Arbil:[37,42]; score:1.000000
 => U.N.:[324,328]; score:1.000000
 => Kurdish:[137,144]; score:1.000000
 => U.S.:[711,715]; score:1.000000
 => Arbil:[491,496]; score:1.000000
 => French:[717,723]; score:1.000000
 => British:[594,601]; score:1.000000
 => Gulf War:[564,572]; score:1.000000
 => Iraq:[17,21]; score:1.000000
 => LONDON:[51,57]; score:1.000000
 => Foreign Office:[798,812]; score:1.000000
 => British:[728,735]; score:1.000000
 => Arbil:[153,158]; score:1.000000
 => Iraqi Kurds:[639,650]; score:1.000000
 => Iraqi:[219,224]; score:1.000000
 => Iraqi:[252,257]; score:1.000000
 => Kurdish:[351,358]; score:1.000000
 => Britain:[0,7]; score:1.000000
 => Iraqi:[670,675]; score:1.000000
 => Foreign Office:[298,312]; score:1.000000
 => Iraqi:[386,391]; score:1.000000
 => Britain:[69,76]; score:1.000000
 => Iraqi:[99,104]; score:1.000000
P/R/F:1.0/1.0/1.0; tpCount:24.0; fpCount:0.0; fnCount:0.0
[1041testa Jeans]
***************** Gold Standard: ***********************
 => Jeans Mate Corp:[0,15]; score:1.000000
 => TOKYO:[39,44]; score:1.000000
 => Jeans Mate Corp:[294,309]; score:1.000000

************************ System Result: ***************************
 => Jeans Mate Corp:[0,15]; score:1.000000
 => TOKYO:[39,44]; score:1.000000
 => Jeans Mate Corp:[294,309]; score:1.000000
P/R/F:1.0/1.0/1.0; tpCount:3.0; fpCount:0.0; fnCount:0.0
[1058testa CRICKET]
***************** Gold Standard: ***********************
 => PAKISTAN:[9,17]; score:1.000000
 => Mushtaq Ahmed:[817,830]; score:1.000000
 => Dean Headley:[659,671]; score:1.000000
 => Surrey:[206,212]; score:1.000000
 => England:[112,119]; score:1.000000
 => Pakistan:[82,90]; score:1.000000
 => Adam Hollioake:[601,615]; score:1.000000
	FN => Ijaz Ahmed:[725,735]; score:1.000000
 => Graham Thorpe:[569,582]; score:1.000000
 => Edgbaston:[183,192]; score:1.000000
 => Lancashire:[280,290]; score:1.000000
 => Adam Hollioake:[225,239]; score:1.000000
 => Wasim Akram:[766,777]; score:1.000000
 => England:[508,515]; score:1.000000
 => England:[63,70]; score:1.000000
 => England:[255,262]; score:1.000000
 => Mike Atherton:[517,530]; score:1.000000
 => Matthew Maynard:[584,599]; score:1.000000
 => Ronnie Irani:[617,629]; score:1.000000
 => Saeed Anwar:[712,723]; score:1.000000
 => Graham Lloyd:[299,311]; score:1.000000
 => Alec Stewart:[555,567]; score:1.000000
 => Inzamam-ul-Haq:[750,764]; score:1.000000
 => Ata-ur-Rehman:[846,859]; score:1.000000
 => Old Trafford:[433,445]; score:1.000000
 => Pakistan:[688,696]; score:1.000000
 => BIRMINGHAM:[51,61]; score:1.000000
 => Pakistan:[371,379]; score:1.000000
 => Robert Croft:[631,643]; score:1.000000
 => Moin Khan:[789,798]; score:1.000000
 => Aamir Sohail:[698,710]; score:1.000000
 => England:[406,413]; score:1.000000
 => Saqlain Mushtaq:[800,815]; score:1.000000
 => Nick Knight:[542,553]; score:1.000000
 => Alan Mullally:[673,686]; score:1.000000
 => Waqar Younis:[832,844]; score:1.000000
 => Salim Malik:[737,748]; score:1.000000
 => ENGLAND:[32,39]; score:1.000000
 => Peter Martin:[325,337]; score:1.000000
 => Darren Gough:[645,657]; score:1.000000

************************ System Result: ***************************
 => PAKISTAN:[9,17]; score:1.000000
 => Mushtaq Ahmed:[817,830]; score:1.000000
 => Dean Headley:[659,671]; score:1.000000
 => Surrey:[206,212]; score:1.000000
 => England:[112,119]; score:1.000000
 => Pakistan:[82,90]; score:1.000000
 => Adam Hollioake:[601,615]; score:1.000000
 => Graham Thorpe:[569,582]; score:1.000000
 => Edgbaston:[183,192]; score:1.000000
 => Lancashire:[280,290]; score:1.000000
 => Adam Hollioake:[225,239]; score:1.000000
 => Wasim Akram:[766,777]; score:1.000000
 => England:[508,515]; score:1.000000
 => England:[63,70]; score:1.000000
 => England:[255,262]; score:1.000000
 => Mike Atherton:[517,530]; score:1.000000
 => Matthew Maynard:[584,599]; score:1.000000
 => Ronnie Irani:[617,629]; score:1.000000
 => Saeed Anwar:[712,723]; score:1.000000
 => Graham Lloyd:[299,311]; score:1.000000
 => Alec Stewart:[555,567]; score:1.000000
 => Inzamam-ul-Haq:[750,764]; score:1.000000
 => Ata-ur-Rehman:[846,859]; score:1.000000
 => Old Trafford:[433,445]; score:1.000000
 => Pakistan:[688,696]; score:1.000000
 => BIRMINGHAM:[51,61]; score:1.000000
 => Pakistan:[371,379]; score:1.000000
 => Robert Croft:[631,643]; score:1.000000
 => Moin Khan:[789,798]; score:1.000000
 => Aamir Sohail:[698,710]; score:1.000000
 => England:[406,413]; score:1.000000
 => Saqlain Mushtaq:[800,815]; score:1.000000
 => Nick Knight:[542,553]; score:1.000000
 => Alan Mullally:[673,686]; score:1.000000
 => Waqar Younis:[832,844]; score:1.000000
 => Salim Malik:[737,748]; score:1.000000
 => ENGLAND:[32,39]; score:1.000000
 => Peter Martin:[325,337]; score:1.000000
 => Darren Gough:[645,657]; score:1.000000
P/R/F:1.0/0.975/0.98734176; tpCount:39.0; fpCount:0.0; fnCount:1.0
[1023testa Canadian]
***************** Gold Standard: ***********************
 => Canadian:[71,79]; score:1.000000
 => Toronto Bond Traders ' Association:[1441,1475]; score:1.000000
 => C$:[834,836]; score:1.000000
 => Webber:[1414,1420]; score:1.000000
 => U.S.:[1221,1225]; score:1.000000
 => U.S.:[518,522]; score:1.000000
 => U.S.:[137,141]; score:1.000000
 => Statistics Canada:[694,711]; score:1.000000
 => TORONTO:[52,59]; score:1.000000
 => U.S.:[1171,1175]; score:1.000000
 => U.S.:[1813,1817]; score:1.000000
 => C$:[788,790]; score:1.000000
 => C$:[469,471]; score:1.000000
 => Canada:[731,737]; score:1.000000
 => Jim Webber:[359,369]; score:1.000000
 => C$:[480,482]; score:1.000000
 => Labour Day:[1707,1717]; score:1.000000
 => U.S.:[39,43]; score:1.000000
 => U.S.:[167,171]; score:1.000000
 => C$:[1765,1767]; score:1.000000
 => Canada:[429,435]; score:1.000000
 => Canadian:[1520,1528]; score:1.000000
 => TD Securities Inc:[410,427]; score:1.000000
 => Canadian:[1137,1145]; score:1.000000
 => Canadian:[1651,1659]; score:1.000000
 => Canadian:[1588,1596]; score:1.000000
 => C$:[1776,1778]; score:1.000000
 => Canadian:[253,261]; score:1.000000
 => Canadian:[190,198]; score:1.000000
 => Canadian:[0,8]; score:1.000000
 => Jeffrey Hodgson:[2091,2106]; score:1.000000
 => Chicago Purchasing Managers:[1272,1299]; score:1.000000
 => Canada:[964,970]; score:1.000000
 => Canadian:[1158,1166]; score:1.000000
 => GMT:[1569,1572]; score:1.000000
 => U.S.:[2050,2054]; score:1.000000

************************ System Result: ***************************
 => Canadian:[71,79]; score:1.000000
 => C$:[834,836]; score:1.000000
 => Webber:[1414,1420]; score:1.000000
 => U.S.:[1221,1225]; score:1.000000
 => U.S.:[518,522]; score:1.000000
 => U.S.:[137,141]; score:1.000000
 => TORONTO:[52,59]; score:1.000000
 => U.S.:[1171,1175]; score:1.000000
 => U.S.:[1813,1817]; score:1.000000
 => Chicago:[1272,1279]; score:1.000000
 => C$:[788,790]; score:1.000000
 => C$:[469,471]; score:1.000000
 => Canada:[731,737]; score:1.000000
 => Jim Webber:[359,369]; score:1.000000
 => C$:[480,482]; score:1.000000
 => Toronto Bond Traders' Association:[1441,1474]; score:1.000000
 => Labour Day:[1707,1717]; score:1.000000
 => U.S.:[39,43]; score:1.000000
 => U.S.:[167,171]; score:1.000000
 => C$:[1765,1767]; score:1.000000
 => Canada:[429,435]; score:1.000000
 => Canadian:[1520,1528]; score:1.000000
 => TD Securities Inc:[410,427]; score:1.000000
 => Canadian:[1137,1145]; score:1.000000
 => Canadian:[1651,1659]; score:1.000000
 => Canadian:[1588,1596]; score:1.000000
 => C$:[1776,1778]; score:1.000000
 => Canadian:[253,261]; score:1.000000
 => Canadian:[190,198]; score:1.000000
 => Canadian:[0,8]; score:1.000000
 => Canada:[705,711]; score:1.000000
 => Jeffrey Hodgson:[2091,2106]; score:1.000000
 => Canada:[964,970]; score:1.000000
 => Canadian:[1158,1166]; score:1.000000
 => GMT:[1569,1572]; score:1.000000
 => U.S.:[2050,2054]; score:1.000000
P/R/F:1.0/1.0/1.0; tpCount:36.0; fpCount:0.0; fnCount:0.0
[1064testa SOCCER]
***************** Gold Standard: ***********************
 => WORLD CUP:[41,50]; score:1.000000
 => European:[152,160]; score:1.000000
 => UKRAINE:[8,15]; score:1.000000
 => NORTHERN IRELAND:[21,37]; score:1.000000
 => BELFAST:[62,69]; score:1.000000
 => Ukraine:[81,88]; score:1.000000
 => Northern Ireland:[94,110]; score:1.000000
 => World Cup:[135,144]; score:1.000000
 => Sergei Rebrov:[203,216]; score:1.000000

************************ System Result: ***************************
 => WORLD CUP:[41,50]; score:1.000000
 => European:[152,160]; score:1.000000
 => UKRAINE:[8,15]; score:1.000000
 => IRELAND:[30,37]; score:1.000000
 => BELFAST:[62,69]; score:1.000000
 => Ukraine:[81,88]; score:1.000000
 => Northern Ireland:[94,110]; score:1.000000
 => World Cup:[135,144]; score:1.000000
 => Sergei Rebrov:[203,216]; score:1.000000
P/R/F:1.0/1.0/1.0; tpCount:9.0; fpCount:0.0; fnCount:0.0
[1068testa SOCCER]
***************** Gold Standard: ***********************
 => SCOTTISH:[8,16]; score:1.000000
 => Albion:[390,396]; score:1.000000
 => Queen's Park:[493,506]; score:1.000000
 => Greenock Morton:[113,128]; score:1.000000
 => Stranraer:[363,372]; score:1.000000
 => Dumbarton:[301,310]; score:1.000000
 => Inverness Thistle:[440,457]; score:1.000000
 => Hamilton:[336,344]; score:1.000000
 => Montrose:[468,476]; score:1.000000
 => St Johnstone:[217,229]; score:1.000000
 => Queen of South:[284,298]; score:1.000000
 => Brechin:[313,320]; score:1.000000
 => Arbroath:[413,421]; score:1.000000
 => East Fife:[194,203]; score:1.000000
 => Stirling:[163,171]; score:1.000000
 => Falkirk:[131,138]; score:1.000000
 => Ayr:[260,263]; score:1.000000
 => Berwick:[266,273]; score:1.000000
 => Cowdenbeath:[399,410]; score:1.000000
 => Clydebank:[206,215]; score:1.000000
 => Partick:[141,148]; score:1.000000
 => Alloa:[460,465]; score:1.000000
 => Dundee:[174,180]; score:1.000000
 => St Mirren:[151,160]; score:1.000000
 => Stenhousemuir:[347,360]; score:1.000000
 => Clyde:[276,281]; score:1.000000
 => Ross County:[479,490]; score:1.000000
 => Forfar:[508,514]; score:1.000000
 => Scottish:[63,71]; score:1.000000
 => Livingston:[323,333]; score:1.000000
 => GLASGOW:[33,40]; score:1.000000
 => Airdrieonians:[232,245]; score:1.000000
 => East Stirling:[424,437]; score:1.000000

************************ System Result: ***************************
 => SCOTTISH:[8,16]; score:1.000000
 => Albion:[390,396]; score:1.000000
 => Greenock Morton:[113,128]; score:1.000000
 => Stranraer:[363,372]; score:1.000000
 => Dumbarton:[301,310]; score:1.000000
 => Inverness Thistle:[440,457]; score:1.000000
 => Hamilton:[336,344]; score:1.000000
 => Montrose:[468,476]; score:1.000000
 => St Johnstone:[217,229]; score:1.000000
 => Queen of South:[284,298]; score:1.000000
 => Brechin:[313,320]; score:1.000000
 => Arbroath:[413,421]; score:1.000000
 => East Fife:[194,203]; score:1.000000
 => Stirling:[163,171]; score:1.000000
 => Falkirk:[131,138]; score:1.000000
 => Queen's Park:[493,505]; score:1.000000
 => Ayr:[260,263]; score:1.000000
 => Berwick:[266,273]; score:1.000000
 => Cowdenbeath:[399,410]; score:1.000000
 => Clydebank:[206,215]; score:1.000000
 => Partick:[141,148]; score:1.000000
 => Alloa:[460,465]; score:1.000000
 => Dundee:[174,180]; score:1.000000
 => St Mirren:[151,160]; score:1.000000
 => Stenhousemuir:[347,360]; score:1.000000
 => Clyde:[276,281]; score:1.000000
 => Ross County:[479,490]; score:1.000000
 => Forfar:[508,514]; score:1.000000
 => Scottish:[63,71]; score:1.000000
 => Livingston:[323,333]; score:1.000000
 => GLASGOW:[33,40]; score:1.000000
 => Airdrieonians:[232,245]; score:1.000000
 => East Stirling:[424,437]; score:1.000000
P/R/F:1.0/1.0/1.0; tpCount:33.0; fpCount:0.0; fnCount:0.0
[1063testa SOCCER]
***************** Gold Standard: ***********************
 => CARDIFF:[54,61]; score:1.000000
 => European:[136,144]; score:1.000000
 => Mark Hughes:[219,230]; score:1.000000
 => WALES:[8,13]; score:1.000000
 => Wales:[73,78]; score:1.000000
 => WORLD CUP:[33,42]; score:1.000000
 => Andy Melville:[245,258]; score:1.000000
 => SAN MARINO:[19,29]; score:1.000000
 => San Marino:[84,94]; score:1.000000
 => Dean Saunders:[185,198]; score:1.000000
 => World Cup:[119,128]; score:1.000000
 => John Robinson:[267,280]; score:1.000000

************************ System Result: ***************************
 => CARDIFF:[54,61]; score:1.000000
 => European:[136,144]; score:1.000000
 => Mark Hughes:[219,230]; score:1.000000
 => WALES:[8,13]; score:1.000000
 => Wales:[73,78]; score:1.000000
 => WORLD CUP:[33,42]; score:1.000000
 => Andy Melville:[245,258]; score:1.000000
 => SAN MARINO:[19,29]; score:1.000000
 => San Marino:[84,94]; score:1.000000
 => Dean Saunders:[185,198]; score:1.000000
 => World Cup:[119,128]; score:1.000000
 => John Robinson:[267,280]; score:1.000000
P/R/F:1.0/1.0/1.0; tpCount:12.0; fpCount:0.0; fnCount:0.0
[1067testa SOCCER]
***************** Gold Standard: ***********************
 => Wycombe:[1256,1263]; score:1.000000
 => Rotherham:[1324,1333]; score:1.000000
 => York:[969,973]; score:1.000000
 => Bournemouth:[1010,1021]; score:1.000000
 => Norwich:[239,246]; score:1.000000
 => Swindon:[367,374]; score:1.000000
 => Blackpool:[945,954]; score:1.000000
 => Bury:[850,854]; score:1.000000
 => Shrewsbury:[920,930]; score:1.000000
 => Barnsley:[216,224]; score:1.000000
 => Brentford:[825,834]; score:1.000000
 => Portsmouth:[412,422]; score:1.000000
 => Oldham:[666,672]; score:1.000000
 => Bristol Rovers:[1058,1072]; score:1.000000
 => Bolton:[284,290]; score:1.000000
 => Wrexham:[1278,1285]; score:1.000000
 => Chesterfield:[870,882]; score:1.000000
 => LONDON:[34,40]; score:1.000000
 => Southend:[740,748]; score:1.000000
 => Hartlepool:[1446,1456]; score:1.000000
 => Stoke:[195,200]; score:1.000000
 => ENGLISH:[8,15]; score:1.000000
 => Darlington:[1710,1720]; score:1.000000
 => Watford:[1036,1043]; score:1.000000
 => Wolverhampton:[339,352]; score:1.000000
 => Rochdale:[1902,1910]; score:1.000000
 => Luton:[1235,1240]; score:1.000000
 => Scarborough:[1563,1574]; score:1.000000
 => Reading:[537,544]; score:1.000000
