[APW19980903_1073.htm]
***************** Gold Standard: ***********************
	FN => Viktor Klima:[664,676]; score:1.000000; title:Viktor Klima; score:1.000000
	FP => head:[209,213]; score:1.000000; title:Headland; score:0.079988
	FP => Team:[452,456]; score:1.000000; title:Team; score:0.090588
	FP => Hooper:[493,499]; score:1.000000; title:Carl_Hooper; score:0.157410
	FP => Sunday:[835,841]; score:1.000000; title:Billy_Sunday; score:0.044265
	FP => West Indies:[134,145]; score:1.000000; title:West_Indies_cricket_team; score:0.207511
	FP => sponsorship:[1208,1219]; score:1.000000; title:Sponsor_(commercial); score:0.133222
 => Brian Lara:[292,302]; score:1.000000; title:Brian_Lara; score:0.288326
 => Jimmy Adams:[545,556]; score:1.000000; title:Jimmy_Adams; score:0.188484
	FP => refused:[364,371]; score:1.000000; title:Refused; score:0.033943
	FP => firm:[1163,1167]; score:1.000000; title:Business; score:0.096243
	FP => Lara:[484,488]; score:1.000000; title:Brian_Lara; score:0.288326
	FP => captain:[343,350]; score:1.000000; title:Captain_(cricket); score:0.166414
	FP => Progress:[977,985]; score:1.000000; title:Progress_(spacecraft); score:0.010608
	FP => Monday:[634,640]; score:1.000000; title:Rick_Monday; score:0.022316
	FP => players:[577,584]; score:1.000000; title:The_Players_Championship; score:0.126579
 => South Africa:[151,163]; score:1.000000; title:South_Africa; score:0.299911
P/R/F:0.17741935/0.64705884/0.278481; tpCount:11.0; fpCount:51.0; fnCount:6.0
[APW19981120_1056.htm]
***************** Gold Standard: ***********************
	FN => P.W. Botha:[130,140]; score:1.000000; title:Pieter Willem Botha; score:1.000000
 => Johannesburg:[721,733]; score:1.000000; title:Johannesburg; score:1.000000
	FN => white rule:[194,204]; score:1.000000; title:Dominant minority; score:1.000000
 => prosecutor:[48,58]; score:1.000000; title:prosecutor; score:1.000000
	FN => Truth and Reconciliation Commission (South Africa):[340,390]; score:1.000000; title:Truth and reconciliation commission; score:1.000000
 => contempt of court:[1152,1169]; score:1.000000; title:contempt of court; score:1.000000
 => amnesty:[940,947]; score:1.000000; title:amnesty; score:1.000000
 => African National Congress:[645,670]; score:1.000000; title:African National Congress; score:1.000000
	FN => rand:[1282,1286]; score:1.000000; title:South African rand; score:1.000000

************************ System Result: ***************************
 => Johannesburg:[721,733]; score:1.000000; title:Johannesburg; score:0.031470
	FP => Botha:[294,299]; score:1.000000; title:Pik_Botha; score:0.014482
	FP => group:[771,776]; score:1.000000; title:Musical_ensemble; score:0.016478
	FP => open:[76,80]; score:1.000000; title:The_Open_Championship; score:0.017160
	FP => convicted:[1138,1147]; score:1.000000; title:Conviction; score:0.078878
 => amnesty:[940,947]; score:1.000000; title:Amnesty; score:0.070031
	FP => stand:[31,36]; score:1.000000; title:The_Stand; score:0.013218
	FP => tortured:[883,891]; score:1.000000; title:Torture; score:0.065091
	FP => killed:[903,909]; score:1.000000; title:Murder; score:0.079732
 => prosecutor:[48,58]; score:1.000000; title:Prosecutor; score:0.181642
	FP => bombing:[629,636]; score:1.000000; title:Bomb; score:0.045268
	FP => rand:[1282,1286]; score:1.000000; title:RAND_Corporation; score:0.021486
	FP => Friday:[64,70]; score:1.000000; title:Friday_the_13th; score:0.021621
	FP => grant:[933,938]; score:1.000000; title:Grant_(money); score:0.027673
	FP => month:[525,530]; score:1.000000; title:Month; score:0.012533
	FP => 1980s:[817,822]; score:1.000000; title:1980s; score:0.023813
	FP => year:[1249,1253]; score:1.000000; title:University; score:0.035215
	FP => Oliveira:[228,236]; score:1.000000; title:Basil_D'Oliveira; score:0.005830
	FP => year:[1122,1126]; score:1.000000; title:University; score:0.035215
	FP => era:[423,426]; score:1.000000; title:Equal_Rights_Amendment; score:0.034583
	FP => left:[71,75]; score:1.000000; title:Left-wing_politics; score:0.036475
	FP => abuses:[169,175]; score:1.000000; title:Abuse; score:0.037191
	FP => abuses:[427,433]; score:1.000000; title:Abuse; score:0.037191
	FP => apartheid:[413,422]; score:1.000000; title:South_Africa_under_apartheid; score:0.036225
	FP => people:[837,843]; score:1.000000; title:People_(magazine); score:0.030054
	FP => handed:[1226,1232]; score:1.000000; title:Handedness; score:0.001738
	FP => testify:[1188,1195]; score:1.000000; title:Testimony; score:0.070029
	FP => Prosecutor:[211,221]; score:1.000000; title:Prosecutor; score:0.181642
	FP => Jan:[222,225]; score:1.000000; title:January_1; score:0.028057
	FP => Botha:[1037,1042]; score:1.000000; title:Pik_Botha; score:0.014482
	FP => trial:[866,871]; score:1.000000; title:Trial; score:0.076711
	FP => Botha:[15,20]; score:1.000000; title:Pik_Botha; score:0.014482
	FP => Botha:[786,791]; score:1.000000; title:Pik_Botha; score:0.014482
	FP => London:[674,680]; score:1.000000; title:London; score:0.033857
	FP => Botha:[1128,1133]; score:1.000000; title:Pik_Botha; score:0.014482
	FP => appealed:[1314,1322]; score:1.000000; title:Appeal; score:0.072285
	FP => Prosecutor:[3,13]; score:1.000000; title:Prosecutor; score:0.181642
	FP => bombing:[707,714]; score:1.000000; title:Bomb; score:0.045268
	FP => building:[736,744]; score:1.000000; title:Building; score:0.010845
	FP => landmark:[561,569]; score:1.000000; title:Landmark; score:0.012612
	FP => headquarters:[681,693]; score:1.000000; title:Headquarters; score:0.012297
 => contempt of court:[1152,1169]; score:1.000000; title:Contempt_of_court; score:0.055820
	FP => confess:[1070,1077]; score:1.000000; title:Confession; score:0.054498
	FP => apartheid:[761,770]; score:1.000000; title:South_Africa_under_apartheid; score:0.036225
	FP => decision:[1327,1335]; score:1.000000; title:Decision_making; score:0.018796
	FP => aos:[1346,1349]; score:1.000000; title:Austin_Osman_Spare; score:0.002129
	FP => jail sentence:[1254,1267]; score:1.000000; title:Sentence_(law); score:0.105464
	FP => apartheid:[1026,1035]; score:1.000000; title:South_Africa_under_apartheid; score:0.036225
	FP => commission:[918,928]; score:1.000000; title:European_Commission; score:0.035148
	FP => prosecute:[284,293]; score:1.000000; title:Prosecutor; score:0.181642
	FP => apartheid:[109,118]; score:1.000000; title:South_Africa_under_apartheid; score:0.036225
	FP => head of state:[796,809]; score:1.000000; title:Head_of_state; score:0.043458
	FP => white:[194,199]; score:1.000000; title:White_people; score:0.033999
	FP => President:[119,128]; score:1.000000; title:President; score:0.040060
	FP => politically:[980,991]; score:1.000000; title:Politics; score:0.036576
 => African National Congress:[645,670]; score:1.000000; title:African_National_Congress; score:0.049833
	FP => amnesty:[1097,1104]; score:1.000000; title:Amnesty; score:0.070031
	FP => report:[570,576]; score:1.000000; title:Report; score:0.024552
	FP => abuses:[1002,1008]; score:1.000000; title:Abuse; score:0.037191
	FP => fine:[1301,1305]; score:1.000000; title:Fine_(penalty); score:0.057978
	FP => Truth and Reconciliation Commission:[340,375]; score:1.000000; title:Truth_and_Reconciliation_Commission_(South_Africa); score:0.058331
	FP => Botha:[602,607]; score:1.000000; title:Pik_Botha; score:0.014482
	FP => trial:[37,42]; score:1.000000; title:Trial; score:0.076711
	FP => confess:[969,976]; score:1.000000; title:Confession; score:0.054498
	FP => insufficient evidence:[259,280]; score:1.000000; title:Legal_burden_of_proof; score:0.063379
	FP => commission:[1207,1217]; score:1.000000; title:European_Commission; score:0.035148
	FP => anti-:[756,761]; score:1.000000; title:ANTI-; score:0.002484
P/R/F:0.07462686/0.5555556/0.13157894; tpCount:5.0; fpCount:62.0; fnCount:4.0
[APW20000312_0050.htm]
***************** Gold Standard: ***********************
 => Contra:[578,584]; score:1.000000; title:Contras; score:1.000000
 => diabetes:[1321,1329]; score:1.000000; title:Diabetes mellitus; score:1.000000
 => cancer:[1337,1343]; score:1.000000; title:Cancer; score:1.000000
 => Mexico:[1089,1095]; score:1.000000; title:Mexico; score:1.000000
 => Pope John Paul II:[785,802]; score:1.000000; title:Pope John Paul II; score:1.000000
 => Hurricane Mitch:[825,840]; score:1.000000; title:Hurricane Mitch; score:1.000000
 => Managua:[224,231]; score:1.000000; title:Managua; score:1.000000
	FN => volcanic eruptions:[744,762]; score:1.000000; title:Volcano; score:1.000000
 => civil war:[165,174]; score:1.000000; title:Civil war; score:1.000000
	FN => National Autonomous University of Nicaragua:[1211,1254]; score:1.000000; title:National Autonomous University of Nicaragua; score:1.000000
	FN => Nicaragua:[49,58]; score:1.000000; title:Nicaragua; score:1.000000
	FN => Radio Nicaragua:[350,365]; score:1.000000; title:List of radio stations in Nicaragua; score:1.000000
 => Sandinista:[549,559]; score:1.000000; title:Sandinista National Liberation Front; score:1.000000
 => Central America:[1103,1118]; score:1.000000; title:Central America; score:1.000000
 => short-wave:[395,405]; score:1.000000; title:Shortwave; score:1.000000

************************ System Result: ***************************
	FP => working:[337,344]; score:1.000000; title:Working_(musical); score:0.022897
	FP => illnesses:[1289,1298]; score:1.000000; title:Illness; score:0.056120
	FP => government:[562,572]; score:1.000000; title:Government; score:0.074345
	FP => died:[1349,1353]; score:1.000000; title:Death; score:0.052630
	FP => visit:[775,780]; score:1.000000; title:The_Visit; score:0.038188
	FP => Nicaragua:[356,365]; score:1.000000; title:Nicaragua; score:0.078742
	FP => papal:[180,185]; score:1.000000; title:Pope; score:0.086759
 => Pope John Paul II:[785,802]; score:1.000000; title:Pope_John_Paul_II; score:0.104606
	FP => local news:[446,456]; score:1.000000; title:Local_news; score:0.029293
	FP => wife:[1432,1436]; score:1.000000; title:Wife; score:0.046328
	FP => bureau:[1071,1077]; score:1.000000; title:Federal_Bureau_of_Investigation; score:0.104244
	FP => director:[382,390]; score:1.000000; title:Film_director; score:0.051304
	FP => effort:[682,688]; score:1.000000; title:Energy; score:0.038196
	FP => war:[705,708]; score:1.000000; title:War; score:0.087955
 => Sandinista:[549,559]; score:1.000000; title:Sandinista_National_Liberation_Front; score:0.071398
	FP => objectivity:[959,970]; score:1.000000; title:Journalism; score:0.114888
 => Central America:[1103,1118]; score:1.000000; title:Central_America; score:0.068777
	FP => Nicaragua:[491,500]; score:1.000000; title:Nicaragua; score:0.078742
	FP => country:[652,659]; score:1.000000; title:Country; score:0.044216
	FP => died:[215,219]; score:1.000000; title:Death; score:0.052630
	FP => turbulent:[672,681]; score:1.000000; title:Turbulence; score:0.027499
	FP => emergence:[147,156]; score:1.000000; title:Emergence; score:0.019294
 => cancer:[1337,1343]; score:1.000000; title:Cancer; score:0.065180
	FP => Nicaragua:[6,15]; score:1.000000; title:Nicaragua; score:0.078742
	FP => Nicaragua:[135,144]; score:1.000000; title:Nicaragua; score:0.078742
	FP => fair:[977,981]; score:1.000000; title:Fairness_and_Accuracy_in_Reporting; score:0.098741
	FP => Associated Press:[88,104]; score:1.000000; title:Associated_Press; score:0.212466
	FP => Sunday:[1402,1408]; score:1.000000; title:Billy_Sunday; score:0.053856
	FP => Managua:[1185,1192]; score:1.000000; title:Managua; score:0.060587
	FP => (AP):[61,65]; score:1.000000; title:Associated_Press; score:0.212466
	FP => Eloy:[1050,1054]; score:1.000000; title:Saint_Eligius; score:0.017033
	FP => vision:[982,988]; score:1.000000; title:Visionary; score:0.042138
	FP => miles:[1170,1175]; score:1.000000; title:Miles_O'Brien_(Star_Trek); score:0.049917
	FP => power:[620,625]; score:1.000000; title:Deity; score:0.036884
	FP => maintain:[944,952]; score:1.000000; title:Maintenance,_repair,_and_operations; score:0.010471
 => Contra:[578,584]; score:1.000000; title:Contras; score:0.086728
	FP => agency:[457,463]; score:1.000000; title:Central_Intelligence_Agency; score:0.106882
 => diabetes:[1321,1329]; score:1.000000; title:Diabetes_mellitus; score:0.049191
	FP => ballot box:[633,643]; score:1.000000; title:Ballot_box; score:0.011958
 => Mexico:[1089,1095]; score:1.000000; title:Mexico; score:0.067097
	FP => reporter:[105,113]; score:1.000000; title:Reporter; score:0.143817
	FP => floods:[207,213]; score:1.000000; title:Flood; score:0.059774
	FP => volcanoes:[193,202]; score:1.000000; title:Volcano; score:0.058611
	FP => total:[953,958]; score:1.000000; title:Total_war; score:0.034054
	FP => chronicle:[125,134]; score:1.000000; title:San_Francisco_Chronicle; score:0.083677
	FP => illness:[247,254]; score:1.000000; title:Illness; score:0.056120
	FP => visit:[186,191]; score:1.000000; title:The_Visit; score:0.038188
	FP => office:[305,311]; score:1.000000; title:Office; score:0.042303
	FP => rebels:[587,593]; score:1.000000; title:Rebellion; score:0.074193
	FP => born:[1136,1140]; score:1.000000; title:Max_Born; score:0.030508
	FP => series:[1279,1285]; score:1.000000; title:24_(TV_series); score:0.043794
	FP => loss:[612,616]; score:1.000000; title:Win–loss_record_(pitching); score:0.019514
	FP => Managua:[315,322]; score:1.000000; title:Managua; score:0.060587
	FP => years:[696,701]; score:1.000000; title:Millennium; score:0.058604
	FP => civil war:[912,921]; score:1.000000; title:Civil_war; score:0.111922
	FP => south:[1176,1181]; score:1.000000; title:Southern_United_States; score:0.053855
	FP => war:[532,535]; score:1.000000; title:War; score:0.087955
	FP => Associated Press:[288,304]; score:1.000000; title:Associated_Press; score:0.212466
	FP => Reporter:[16,24]; score:1.000000; title:Reporter; score:0.143817
	FP => Sandinistas:[599,610]; score:1.000000; title:Sandinista_National_Liberation_Front; score:0.071398
	FP => Hernandez:[1449,1458]; score:1.000000; title:Shawn_Hernandez; score:0.007443
	FP => chief:[1078,1083]; score:1.000000; title:Galen_Tyrol; score:0.054099
	FP => town:[1156,1160]; score:1.000000; title:Town; score:0.027762
 => Hurricane Mitch:[825,840]; score:1.000000; title:Hurricane_Mitch; score:0.070121
 => Managua:[224,231]; score:1.000000; title:Managua; score:0.060587
 => civil war:[165,174]; score:1.000000; title:Civil_war; score:0.111922
	FP => under pressure:[989,1003]; score:1.000000; title:Under_Pressure; score:0.009018
	FP => Aguilar:[1055,1062]; score:1.000000; title:Pepe_Aguilar; score:0.008629
	FP => broadcasts:[408,418]; score:1.000000; title:Broadcasting; score:0.059101
	FP => reporting:[1007,1016]; score:1.000000; title:Report; score:0.110476
	FP => year:[1304,1308]; score:1.000000; title:University; score:0.062147
	FP => suffered:[1268,1276]; score:1.000000; title:Suffering; score:0.045077
 => short-wave:[395,405]; score:1.000000; title:Shortwave; score:0.038880
	FP => Associated Press:[1025,1041]; score:1.000000; title:Associated_Press; score:0.212466
	FP => long:[242,246]; score:1.000000; title:Long_(finance); score:0.006761
P/R/F:0.14666666/0.73333335/0.24444444; tpCount:11.0; fpCount:64.0; fnCount:4.0
[APW19980624_0607.htm]
***************** Gold Standard: ***********************
 => repatriation:[912,924]; score:1.000000; title:Repatriation; score:1.000000
 => Baghdad:[226,233]; score:1.000000; title:Baghdad; score:1.000000
	FN => Tehran:[609,615]; score:1.000000; title:Tehran; score:1.000000
	FN => Iraq:[48,52]; score:1.000000; title:Iraq; score:1.000000
	FN => Iran:[60,64]; score:1.000000; title:Iran; score:1.000000
 => International Committee of the Red Cross:[975,1015]; score:1.000000; title:International Committee of the Red Cross; score:1.000000
